"Study","UniProt","Gene.Name","Description","SomaID","SomaScan.SeqID","Correlation_Previous.study","N_Previous.study","P.value_Previous.study","Adj.p.value_Previous.study","Cor.interval_Previous.study","Cor.method_Previous.study","OlinkID_Sissala","Correlation_Sissala","N_Sissala","P.value_Sissala","Adj.p.value_Sissala","Cor.interval_Sissala","Cor.method_Sissala"
"Dammer et al.","Q8NBP7","PCSK9","Proprotein convertase subtilisin/kexin type 9","SL012707","PCSK9.8246.9",0.683784173454273,35,5.95313646356036e-06,NA,"Moderate correlation","Pearson","OID20235",0.703583033233516,88,2.09733232315945e-14,5.83223692819464e-14,"Strong correlation","Spearman"
"Dammer et al.","P30405","PPIF","Peptidyl-prolyl cis-trans isomerase F, mitochondrial","SL005793","PPIF.8095.213",0.808733216046528,35,4.1588657677377e-09,NA,"Strong correlation","Pearson","OID30385",0.318627450980392,17,0.212229311904975,0.252676113555088,"Weak correlation","Spearman"
"Dammer et al.","P14174","MIF","Macrophage migration inhibitory factor","SL003080","MIF.5356.2",0.892826392648178,21,5.24016215260172e-08,NA,"Strong correlation","Pearson","OID21073",0.856732767426297,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","Q99983","OMD","Osteomodulin","SL008574","OMD.5358.3",0.642743007143422,35,3.13503001166725e-05,NA,"Moderate correlation","Pearson","OID20725",0.856380543129865,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","O75509","TNFRSF21","Tumor necrosis factor receptor superfamily member 21","SL004871","TNFRSF21.5404.53",0.488408102965718,21,0.0246748688044757,NA,"Weak correlation","Pearson","OID21052",0.576190476190476,35,0.000372349224390225,0.000597983320535652,"Moderate correlation","Spearman"
"Dammer et al.","P78324","SIRPA","Tyrosine-protein phosphatase non-receptor type substrate 1","SL008967","SIRPA.5430.66",0.419905937773137,35,0.0120297499541769,NA,"Weak correlation","Pearson","OID20304",0.380723443223443,64,0.00204709261358049,0.00306520896648856,"Weak correlation","Spearman"
"Dammer et al.","Q96KN2","CNDP1","Beta-Ala-His dipeptidase","SL006694","CNDP1.5456.59",0.856074014632063,35,5.54094498743735e-11,NA,"Strong correlation","Pearson","OID20347",0.878183227079004,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P08294","SOD3","Extracellular superoxide dismutase [Cu-Zn]","SL003672","SOD3.5660.51",0.79873984004156,35,8.8956674170754e-09,NA,"Strong correlation","Pearson","OID30683",0.699467698695179,88,3.43894223308264e-14,9.46967263695194e-14,"Moderate correlation","Spearman"
"Dammer et al.","O95866","MPIG6B","Megakaryocyte and platelet inhibitory receptor G6b","SL011113","MPIG6B.7065.1",0.821914973964707,20,8.78877537727066e-06,NA,"Strong correlation","Pearson","OID20779",0.35,9,0.358581349206349,0.406464200054185,"Weak correlation","Spearman"
"Dammer et al.","P36955","SERPINF1","Pigment epithelium-derived factor","SL003066","SERPINF1.7735.17",0.522059854716106,35,0.00129678036035911,NA,"Moderate correlation","Pearson","OID30757",0.602426825402416,88,2.20454568908892e-10,5.72168294938251e-10,"Moderate correlation","Spearman"
"Dammer et al.","Q5VY43","PEAR1","Platelet endothelial aggregation receptor 1","SL018435","PEAR1.8275.31",0.349243888568397,35,0.0397464772859948,NA,"Weak correlation","Pearson","OID20257",0.0793385227713008,88,0.461756919022855,0.51367337164751,"No correlation","Spearman"
"Dammer et al.","Q9UBX1","CTSF","Cathepsin F","SL008381","CTSF.9212.22",0.593754527550048,35,0.000169927859689935,NA,"Moderate correlation","Pearson","OID21500",0.785935683843472,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P09668","CTSH","Pro-cathepsin H","SL000346","CTSH.8465.52",0.599780781702415,35,0.000140088779843997,NA,"Moderate correlation","Pearson","OID20113",0.529058504455637,88,1.86281271303481e-07,3.88028699818506e-07,"Moderate correlation","Spearman"
"Dammer et al.","P07741","APRT","Adenine phosphoribosyltransferase",NA,NA,0.794801206798986,35,1.18663692075463e-08,NA,"Strong correlation","Pearson","OID20927",0.651227501673066,88,0,0,"Moderate correlation","Spearman"
"Dammer et al.","P41222","PTGDS","Prostaglandin-H2 D-isomerase",NA,NA,0.431935566313095,35,0.00956802431121672,NA,"Weak correlation","Pearson","OID20408",0.723820929167694,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P12821","ACE","Angiotensin-converting enzyme",NA,NA,0.771476216890894,35,5.80612380676593e-08,NA,"Strong correlation","Pearson","OID30696",0.710260293755063,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P30740","SERPINB1","Leukocyte elastase inhibitor",NA,NA,0.671053875570968,35,1.02439858356074e-05,NA,"Moderate correlation","Pearson","OID21088",0.91171899422793,88,5.57311520181083e-35,1.77741442453232e-34,"Strong correlation","Spearman"
"Dammer et al.","Q8IZP9","ADGRG2","Adhesion G-protein coupled receptor G2",NA,NA,0.354250609584888,14,0.213979423116355,NA,"Weak correlation","Pearson","OID20189",0.724581401601725,88,1.46585963033632e-15,4.13738880662425e-15,"Strong correlation","Spearman"
"Dammer et al.","Q99650","OSMR","Oncostatin-M-specific receptor subunit beta",NA,NA,0.377140421647161,28,0.0478835501497953,NA,"Weak correlation","Pearson","OID20356",0.684178084604276,88,0,0,"Moderate correlation","Spearman"
"Dammer et al.","P19256","CD58","Lymphocyte function-associated antigen 3",NA,NA,0.422178222685686,28,0.0252272564920096,NA,"Weak correlation","Pearson","OID20716",0.522383854038252,88,2.78475573518969e-07,5.70596955540682e-07,"Moderate correlation","Spearman"
"Dammer et al.","P04792","HSPB1","Heat shock protein beta-1",NA,NA,0.845927014327506,35,1.57500042850451e-10,NA,"Strong correlation","Pearson","OID20230",0.812951287379804,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P36222","CHI3L1","Chitinase-3-like protein 1",NA,NA,0.464236180992025,35,0.00496525917808432,NA,"Weak correlation","Pearson","OID20399",0.902786094184777,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P06733","ENO1","Alpha-enolase",NA,NA,0.935535026983057,35,1.78912579358899e-16,NA,"Strong correlation","Pearson","OID21037",0.836691204959318,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","Q96KG7","MEGF10","Multiple epidermal growth factor-like domains protein 10",NA,NA,0.00741774092777135,15,0.979068712051581,NA,"No correlation","Pearson","OID20746",0.745729280405763,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P13647","KRT5","Keratin, type II cytoskeletal 5",NA,NA,0.124657390431418,35,0.475542533498055,NA,"No correlation","Pearson","OID20860",0.0137367475608467,88,0.898773990230731,0.915808515316332,"No correlation","Spearman"
"Dammer et al.","Q15113","PCOLCE","Procollagen C-endopeptidase enhancer 1",NA,NA,0.569687575648263,35,0.000354141107460027,NA,"Moderate correlation","Pearson","OID20384",0.752562431756543,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P00352","ALDH1A1","Aldehyde dehydrogenase 1A1",NA,NA,0.760360014283427,35,1.16112388087191e-07,NA,"Strong correlation","Pearson","OID21128",0.908650628720369,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P28906","CD34","Hematopoietic progenitor cell antigen CD34",NA,NA,0.227997482349443,35,0.187740379366452,NA,"No correlation","Pearson","OID21025",0.624364342422409,88,8.03407918207469e-11,2.11432992926861e-10,"Moderate correlation","Spearman"
"Dammer et al.","P37837","TALDO1","Transaldolase",NA,NA,0.771283157059153,35,5.87835284999658e-08,NA,"Strong correlation","Pearson","OID30414",0.834701137684478,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P19971","TYMP","Thymidine phosphorylase",NA,NA,0.788082716345758,35,1.91284186582496e-08,NA,"Strong correlation","Pearson","OID20234",0.774506005424254,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P54819","AK2","Adenylate kinase 2, mitochondrial",NA,NA,0.608339418949413,15,0.0161137942853491,NA,"Moderate correlation","Pearson","OID31142",0.791166214645487,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P07148","FABP1","Fatty acid-binding protein, liver",NA,NA,0.583299719653095,21,0.00551075355687888,NA,"Moderate correlation","Pearson","OID20778",0.884452670544685,61,0,0,"Strong correlation","Spearman"
"Dammer et al.","O43665","RGS10","Regulator of G-protein signaling 10",NA,NA,0.880079348765989,35,3.28840338512528e-12,NA,"Strong correlation","Pearson","OID30999",0.652918178295939,88,0,0,"Moderate correlation","Spearman"
"Dammer et al.","Q13790","APOF","Apolipoprotein F",NA,NA,-0.0563433472395799,35,0.74784550866967,NA,"No correlation","Pearson","OID30701",0.514487489383176,88,2.93298770428745e-07,5.99880999663139e-07,"Moderate correlation","Spearman"
"Dammer et al.","O75347","TBCA","Tubulin-specific chaperone A",NA,NA,0.0814121521089721,35,0.64198734120812,NA,"No correlation","Pearson","OID30616",0.879821070057413,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P54727","RAD23B","UV excision repair protein RAD23 homolog B",NA,NA,0.858321474964082,35,4.34931474595333e-11,NA,"Strong correlation","Pearson","OID21166",0.762428068885154,88,6.16202843180055e-18,1.80699483103969e-17,"Strong correlation","Spearman"
"Dammer et al.","P14868","DARS1","Aspartate--tRNA ligase, cytoplasmic",NA,NA,0.769431941493792,28,1.70686142144945e-06,NA,"Strong correlation","Pearson","OID20903",0.734436090225564,76,0,0,"Strong correlation","Spearman"
"Dammer et al.","P05107","ITGB2","Integrin beta-2",NA,NA,0.116396942889981,35,0.505491611720842,NA,"No correlation","Pearson","OID20315",0.683491247226234,88,0,0,"Moderate correlation","Spearman"
"Dammer et al.","Q9Y2V2","CARHSP1","Calcium-regulated heat-stable protein 1",NA,NA,0.789661894538187,13,0.0013236083176699,NA,"Strong correlation","Pearson","OID20859",0.445449833395039,74,8.28634595527734e-05,0.000140892840113074,"Weak correlation","Spearman"
"Dammer et al.","O60234","GMFG","Glia maturation factor gamma",NA,NA,0.793882552674102,28,4.61998044921258e-07,NA,"Strong correlation","Pearson","OID30340",0.873850868232891,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","Q13976","PRKG1","cGMP-dependent protein kinase 1",NA,NA,0.794908760912928,20,2.81805751044637e-05,NA,"Strong correlation","Pearson","OID30621",0.584232064141928,53,4.37419024601932e-06,8.12246840091417e-06,"Moderate correlation","Spearman"
"Dammer et al.","P05451","REG1A","Lithostathine-1-alpha",NA,NA,0.879306397682317,28,7.33765161803037e-10,NA,"Strong correlation","Pearson","OID20415",0.881044002041854,88,1.06607363815902e-29,3.35263826596526e-29,"Strong correlation","Spearman"
"Dammer et al.","O95274","LYPD3","Ly6/PLAUR domain-containing protein 3",NA,NA,0.10824629560227,14,0.712616542579838,NA,"No correlation","Pearson","OID21530",0.461466661970343,88,7.72871697276975e-06,1.40284910968763e-05,"Weak correlation","Spearman"
"Dammer et al.","Q12841","FSTL1","Follistatin-related protein 1",NA,NA,0.476567612493709,35,0.00380075302328739,NA,"Weak correlation","Pearson","OID30254",0.379010954175619,88,0.000299499461032009,0.000485825993541865,"Weak correlation","Spearman"
"Dammer et al.","P10451","SPP1","Osteopontin",NA,NA,0.0471627395746488,28,0.811635955934757,NA,"No correlation","Pearson","OID20322",0.754675777535135,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","Q02487","DSC2","Desmocollin-2",NA,NA,0.133292970688669,35,0.44525536941992,NA,"No correlation","Pearson","OID21079",0.79748864076644,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P15291","B4GALT1","Beta-1,4-galactosyltransferase 1",NA,NA,0.303062396757132,35,0.0767752191900652,NA,"Weak correlation","Pearson","OID20780",0.612148215983939,88,0,0,"Moderate correlation","Spearman"
"Dammer et al.","P07954","FH","Fumarate hydratase, mitochondrial",NA,NA,0.610412216598811,13,0.0267116952449283,NA,"Moderate correlation","Pearson","OID30839",0.483333333333333,9,0.193799603174603,0.232271498921579,"Weak correlation","Spearman"
"Dammer et al.","O15335","CHAD","Chondroadherin",NA,NA,0.567965185664215,35,0.000372446965486645,NA,"Moderate correlation","Pearson","OID30660",0.507284470807596,88,4.559942745687e-07,9.24268466764923e-07,"Moderate correlation","Spearman"
"Dammer et al.","O00194","RAB27B","Ras-related protein Rab-27B",NA,NA,0.578012190310889,35,0.00027648240455022,NA,"Moderate correlation","Pearson","OID30354",0.802120390264521,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P31949","S100A11","Protein S100-A11",NA,NA,0.622133178988873,21,0.00260056283701556,NA,"Moderate correlation","Pearson","OID20130",0.575484200474919,88,4.48924103157625e-09,1.06702171045254e-08,"Moderate correlation","Spearman"
"Dammer et al.","P08758","ANXA5","Annexin A5",NA,NA,0.244432800250395,35,0.157028309093742,NA,"No correlation","Pearson","OID20810",0.137596421401148,88,0.200721167509358,0.240057413260663,"No correlation","Spearman"
"Dammer et al.","Q13867","BLMH","Bleomycin hydrolase",NA,NA,0.55292158056931,35,0.000571790352360974,NA,"Moderate correlation","Pearson","OID20336",0.695097037793667,88,0,0,"Moderate correlation","Spearman"
"Dammer et al.","P01591","JCHAIN","Immunoglobulin J chain",NA,NA,-0.0056857472281647,35,0.97414036215575,NA,"No correlation","Pearson","OID20494",0.517382269028918,88,3.74323606837098e-07,7.6146189571006e-07,"Moderate correlation","Spearman"
"Dammer et al.","P02654","APOC1","Apolipoprotein C-I",NA,NA,0.239038657279277,35,0.166678039511498,NA,"No correlation","Pearson","OID30749",0.749501380292303,88,4.45481360846972e-17,1.28631318771415e-16,"Strong correlation","Spearman"
"Dammer et al.","Q9NS71","GKN1","Gastrokine-1",NA,NA,0.329263308740653,22,0.134569691127825,NA,"Weak correlation","Pearson","OID20885",0.378605896234722,88,0.000304284475487886,0.000492879731457422,"Weak correlation","Spearman"
"Dammer et al.","P04180","LCAT","Phosphatidylcholine-sterol acyltransferase",NA,NA,0.360939842901767,35,0.0331554249207844,NA,"Weak correlation","Pearson","OID30677",0.615417805903106,88,1.7671976794027e-10,4.62915587017551e-10,"Moderate correlation","Spearman"
"Dammer et al.","P17900","GM2A","Ganglioside GM2 activator",NA,NA,-0.0557605483748977,20,0.815378490292408,NA,"No correlation","Pearson","OID30413",0.620108485083301,88,0,0,"Moderate correlation","Spearman"
"Dammer et al.","Q96H15","TIMD4","T-cell immunoglobulin and mucin domain-containing protein 4",NA,NA,0.763812860564864,20,8.87656363904181e-05,NA,"Strong correlation","Pearson","OID20375",0.887045573630404,88,1.31110685746803e-30,4.14632952963981e-30,"Strong correlation","Spearman"
"Dammer et al.","P02760","AMBP","Protein AMBP",NA,NA,0.0780004812148226,35,0.656046731709687,NA,"No correlation","Pearson","OID21413",0.600736148779543,88,3.78390427280295e-10,9.73127089748184e-10,"Moderate correlation","Spearman"
"Dammer et al.","P15144","ANPEP","Aminopeptidase N",NA,NA,0.370229403829909,35,0.0285810937527162,NA,"Weak correlation","Pearson","OID20350",0.684779880866244,88,1.88021937721082e-13,5.12745815669326e-13,"Moderate correlation","Spearman"
"Dammer et al.","P27487","DPP4","Dipeptidyl peptidase 4",NA,NA,0.120746708479309,35,0.489604152982469,NA,"No correlation","Pearson","OID20406",0.853668416047339,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","Q9HCU0","CD248","Endosialin",NA,NA,0.230974279499112,35,0.181886090380671,NA,"No correlation","Pearson","OID30394",0.639756611945776,88,1.94848882874297e-11,5.2005765665504e-11,"Moderate correlation","Spearman"
"Dammer et al.","O94985","CLSTN1","Calsyntenin-1",NA,NA,0.369720857377619,35,0.0288173207299352,NA,"Weak correlation","Pearson","OID20874",0.207301609665035,88,0.0527784232101329,0.0684906204646437,"No correlation","Spearman"
"Dammer et al.","Q07075","ENPEP","Glutamyl aminopeptidase",NA,NA,0.265631703738327,35,0.123005013968811,NA,"No correlation","Pearson","OID30135",0.292523566113425,88,0.0056809619200558,0.00812323847917855,"No correlation","Spearman"
"Dammer et al.","P36980","CFHR2","Complement factor H-related protein 2",NA,NA,0.816638351837639,35,2.20740007001124e-09,NA,"Strong correlation","Pearson","OID30720",0.866401324363355,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P16233","PNLIP","Pancreatic triacylglycerol lipase",NA,NA,0.838055044660797,21,2.11630007780873e-06,NA,"Strong correlation","Pearson","OID30693",0.857982624644955,76,4.18339584592855e-23,1.28343856251449e-22,"Strong correlation","Spearman"
"Dammer et al.","Q8N149","LILRA2","Leukocyte immunoglobulin-like receptor subfamily A member 2",NA,NA,0.303221030311818,29,0.109826439796782,NA,"Weak correlation","Pearson","OID21152",0.561956253742383,88,2.18935895398534e-08,4.97341299607535e-08,"Moderate correlation","Spearman"
"Dammer et al.","P98160","HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein",NA,NA,0.315953670762663,35,0.0644568792430335,NA,"Weak correlation","Pearson","OID20383",0.235585220668522,88,0.0273535573903237,0.0366336492214418,"No correlation","Spearman"
"Dammer et al.","Q99972","MYOC","Myocilin",NA,NA,0.465194200145766,35,0.00486490699453819,NA,"Weak correlation","Pearson","OID21121",0.557828879883184,88,1.64186987923897e-08,3.75237063494088e-08,"Moderate correlation","Spearman"
"Dammer et al.","P04217","A1BG","Alpha-1B-glycoprotein",NA,NA,0.377488294631725,35,0.0253790458222133,NA,"Weak correlation","Pearson","OID30771",0.443980680416584,88,1.4718041658656e-05,2.60858226571784e-05,"Weak correlation","Spearman"
"Dammer et al.","P11279","LAMP1","Lysosome-associated membrane glycoprotein 1",NA,NA,0.076285932037443,35,0.663156841130503,NA,"No correlation","Pearson","OID30416",0.453788172308126,88,1.12900199843723e-05,2.02324326386608e-05,"Weak correlation","Spearman"
"Dammer et al.","P07108","DBI","Acyl-CoA-binding protein",NA,NA,0.303062324830306,28,0.116958603462313,NA,"Weak correlation","Pearson","OID21143",0.811965059349794,88,0,0,"Strong correlation","Spearman"
"Dammer et al.","P30043","BLVRB","Flavin reductase (NADPH)",NA,NA,0.746219934935243,35,2.66263620226e-07,NA,"Strong correlation","Pearson","OID21141",0.887957451304991,88,0,0,"Strong correlation","Spearman"
