"UniProt","Gene.Name","OlinkID","Description","SomaScan.SeqID","Correlation_Sissala","P.value_Sissala","Adj.p.value_Sissala","N_Sissala","Correlation_Eldjarn","P.value_Eldjarn","cis.pQTL.olink_Eldjarn","cis.pQTL.soma_Eldjarn","confidence.tier_Eldjarn","cis.pQTL.platform_Eldjarn","High.corr.in.both.studies"
"P19320","VCAM1","OID20396","Vascular cell adhesion protein 1","2967_8",0.817583036877884,0,0,88,0.51,"3.6326967970142501E-97","Y","Y","1","Both",FALSE
"P40925","MDH1","OID30669","Malate dehydrogenase, cytoplasmic","3853_56",0.823151804945304,7.54812617665532e-23,2.3094402312856e-22,88,0.77,"4.6513101763294898E-269","Y","Y","1","Both",TRUE
"O14791","APOL1","OID30708","Apolipoprotein L1","11510_31",0.150329329717164,0.161845026061638,0.197325091170183,88,0.69,"4.95035081974481E-191","Y","Y","1","Both",FALSE
"O14791","APOL1","OID30708","Apolipoprotein L1","9506_10",0.150329329717164,0.161845026061638,0.197325091170183,88,0.09,"9.1764933610819996E-4","Y","N","3","Olink only",FALSE
"Q8NHL6","LILRB1","OID20323","Leukocyte immunoglobulin-like receptor subfamily B member 1","5090_49",0.328237821844951,0.00188829833014926,0.00285011873628143,88,0.33,"5.7545439687978899E-39","Y","Y","2","Both",FALSE
"Q8N6C8","LILRA3","OID30376","Leukocyte immunoglobulin-like receptor subfamily A member 3","6391_52",0.907576344616252,0,0,88,0.87,"0","N","Y","3","SomaScan only",TRUE
"Q8N423","LILRB2","OID20301","Leukocyte immunoglobulin-like receptor subfamily B member 2","5091_28",0.763296850998464,0,0,63,0.64,"1.32120351771184E-166","Y","Y","1","Both",FALSE
"Q12860","CNTN1","OID20307","Contactin-1","2974_61",0.851814183262559,7.12213337470619e-26,2.21512082094856e-25,88,0.52,"8.1159357882093098E-102","Y","Y","1","Both",FALSE
"Q92496","CFHR4","OID30758","Complement factor H-related protein 4","6471_53",0.942129548096228,0,0,88,0.91,"0","Y","Y","1","Both",TRUE
"Q86YW5","TREML1","OID30682","Trem-like transcript 1 protein","11147_17",0.874079814025572,0,0,88,0.51,"4.0333104369823704E-93","N","N","3","None",FALSE
"Q86YW5","TREML1","OID30682","Trem-like transcript 1 protein","9329_28",0.874079814025572,0,0,88,0.68,"1.7240541196725599E-184","N","Y","3","SomaScan only",FALSE
"O76074","PDE5A","OID30584","cGMP-specific 3',5'-cyclic phosphodiesterase","16805_5",0.858581944982565,0,0,88,0.62,"1.1278465872885199E-145","Y","Y","1","Both",FALSE
"O76074","PDE5A","OID30584","cGMP-specific 3',5'-cyclic phosphodiesterase","5256_86",0.858581944982565,0,0,88,0.68,"8.7538479022082301E-183","Y","Y","1","Both",FALSE
"O75023","LILRB5","OID20324","Leukocyte immunoglobulin-like receptor subfamily B member 5","7015_8",0.867422774823008,0,0,88,0.85,"0","Y","Y","1","Both",TRUE
"P10912","GHR","OID30574","Growth hormone receptor","2948_58",0.876707745014595,4.5226714849682e-29,1.41443105444019e-28,88,0.78,"2.2675403064581702E-280","Y","Y","1","Both",TRUE
"Q92859","NEO1","OID31066","Neogenin","8900_28",0.296584274819314,0.00501837679830009,0.00723261344064912,88,0.36,"1.7175182167207901E-46","Y","Y","2","Both",FALSE
"Q13308","PTK7","OID20880","Inactive tyrosine-protein kinase 7","9525_1",0.203620865767321,0.0572004100908932,0.073636559854753,88,0.18,"3.1253507830515502E-12","Y","Y","2","Both",FALSE
"O43278","SPINT1","OID21109","Kunitz-type protease inhibitor 1","2828_82",0.846817653481737,0,0,88,0.34,"2.1796730705834601E-39","Y","Y","2","Both",FALSE
"P16871","IL7R","OID21136","Interleukin-7 receptor subunit alpha","5089_11",0.730914476119955,0,0,74,0.11,"4.3814795130691802E-5","Y","Y","2","Both",FALSE
"P07108","DBI","OID21143","Acyl-CoA-binding protein","16919_1",0.811965059349794,0,0,88,0.77,"2.17153371123017E-286","Y","Y","1","Both",TRUE
"P14151","SELL","OID30752","L-selectin","4831_4",0.717745060054243,0,0,88,0.64,"4.4426131589010102E-159","Y","Y","1","Both",FALSE
"O75144","ICOSLG","OID21351","ICOS ligand","5061_27",0.551195801486387,4.57287913642314e-08,1.00443201265014e-07,88,-0.03,"0.23341572296339999","Y","Y","2","Both",FALSE
"P63241","EIF5A","OID20423","Eukaryotic translation initiation factor 5A-1","5888_29",0.147810925997675,0.169051374334156,0.205004298198993,88,0.05,"7.2672991272759696E-2","N","N","3","None",FALSE
"P54108","CRISP3","OID30715","Cysteine-rich secretory protein 3","3187_52",0.760751646648586,0,0,88,0,"0.98884299224535099","Y","N","3","Olink only",FALSE
"Q92692","NECTIN2","OID20222","Nectin-2","6245_4",0.133284625821939,0.28527376691604,0.33033239266483,66,0.28,"1.97132820083482E-28","Y","Y","2","Both",FALSE
"Q6P4E1","GOLM2","OID21044","Protein GOLM2","10613_33",0.527916099808311,1.25314792571228e-07,2.66441432792687e-07,88,0.13,"7.7689342911861999E-7","Y","N","3","Olink only",FALSE
"Q6P4E1","GOLM2","OID21044","Protein GOLM2","8838_10",0.527916099808311,1.25314792571228e-07,2.66441432792687e-07,88,0.14,"1.2887855473390899E-7","Y","Y","2","Both",FALSE
"P48357","LEPR","OID20128","Leptin receptor","5400_52",0.683720193018915,0,0,88,0.4,"4.01014013753649E-58","Y","Y","2","Both",FALSE
"Q02487","DSC2","OID21079","Desmocollin-2","13126_52",0.79748864076644,0,0,88,0.39,"7.0457485202077501E-55","Y","Y","2","Both",FALSE
"P19961","AMY2B","OID20340","Alpha-amylase 2B","15556_49",0.678031770631538,0,0,88,0.69,"2.1702690756543E-205","Y","Y","1","Both",FALSE
"P35916","FLT4","OID21491","Vascular endothelial growth factor receptor 3","16035_8",0.734088267408686,0,0,88,0.27,"3.4602705522334199E-25","Y","Y","2","Both",FALSE
"Q16288","NTRK3","OID21057","NT-3 growth factor receptor","2658_27",0.500123278503751,1.00463559994942e-06,1.9657427943551e-06,88,0.47,"3.0971345534555599E-80","Y","Y","2","Both",FALSE
"P24821","TNC","OID20359","Tenascin","4155_3",0.567964178636843,7.87209763297837e-09,1.82872391515074e-08,88,0.37,"4.3316864856100998E-48","Y","Y","2","Both",FALSE
"P17813","ENG","OID20287","Endoglin","4908_6",0.361012292627946,0.00059465242587403,0.000932448040016361,88,0.26,"2.3019744898110899E-23","Y","Y","2","Both",FALSE
"Q13740","ALCAM","OID20273","CD166 antigen","5451_1",0.629495262583213,0,0,88,0.41,"5.16159737840457E-60","Y","Y","2","Both",FALSE
"P10721","KIT","OID20370","Mast/stem cell growth factor receptor Kit","2475_1",0.832781515268924,0,0,88,0.56,"3.5161645982555601E-118","Y","N","3","Olink only",FALSE
"P42892","ECE1","OID20891","Endothelin-converting enzyme 1","8767_44",0.22015037593985,0.0561802546905828,0.0726546478186345,76,0.02,"0.48150182143465903","Y","N","3","Olink only",FALSE
"P28838","LAP3","OID20436","Cytosol aminopeptidase","13959_7",0.556373498643937,3.22673915640938e-08,7.22815180076625e-08,88,0.54,"9.6185057853679691E-109","Y","Y","1","Both",FALSE
"P28838","LAP3","OID20436","Cytosol aminopeptidase","15610_72",0.556373498643937,3.22673915640938e-08,7.22815180076625e-08,88,0.58,"2.5391769218875001E-129","Y","Y","1","Both",FALSE
"P21802","FGFR2","OID21478","Fibroblast growth factor receptor 2","3808_76",0.0873764171470015,0.477719432692727,0.528251948589705,68,-0.11,"3.53319054958988E-5","Y","N","3","Olink only",FALSE
"Q99435","NELL2","OID20706","Protein kinase C-binding protein NELL2","6022_57",0.735461942164771,0,0,88,0.17,"1.47838138123219E-10","Y","N","3","Olink only",FALSE
"P19021","PAM","OID20291","Peptidyl-glycine alpha-amidating monooxygenase","5620_13",0.20372653305625,0.0570693533829733,0.0735517122938091,88,0.36,"2.615136983545E-45","Y","Y","2","Both",FALSE
"Q8N149","LILRA2","OID21152","Leukocyte immunoglobulin-like receptor subfamily A member 2","15614_168",0.561956253742383,2.18935895398534e-08,4.97341299607535e-08,88,0.41,"4.06500674638549E-60","Y","Y","2","Both",FALSE
"P30044","PRDX5","OID20644","Peroxiredoxin-5, mitochondrial","5017_19",0.795621851995351,0,0,88,0.31,"1.5444677019583E-32","Y","N","3","Olink only",FALSE
"P32004","L1CAM","OID21484","Neural cell adhesion molecule L1","4246_40",0.585396780669931,3.33429056119666e-09,8.04361975126288e-09,88,0.51,"1.1902195407420701E-97","Y","Y","1","Both",FALSE
"P37840","SNCA","OID30645","Alpha-synuclein","8458_111",0.583547603113663,3.9706759614178e-09,9.51781987354713e-09,88,0.64,"8.0920314757513004E-156","N","Y","3","SomaScan only",FALSE
"Q16401","PSMD5","OID30918","26S proteasome non-ATPase regulatory subunit 5","10716_35",0.0874094326725906,0.451936835843506,0.504186450264148,76,-0.01,"0.66855631303450802","Y","N","3","Olink only",FALSE
"P05164","MPO","OID21100","Myeloperoxidase","2580_83",0.662269733366208,0,0,88,0.57,"3.1695151225500502E-123","Y","Y","1","Both",FALSE
"P13591","NCAM1","OID20354","Neural cell adhesion molecule 1","4498_62",0.553027367827833,4.04664525811798e-08,8.95816175767686e-08,88,0.48,"1.8152973450498598E-83","Y","Y","2","Both",FALSE
"P00533","EGFR","OID20319","Epidermal growth factor receptor","19567_1",0.589071312531301,1.56869165052394e-09,3.87538921978453e-09,88,0.03,"0.27957731988388801","Y","N","3","Olink only",FALSE
"P00533","EGFR","OID20319","Epidermal growth factor receptor","2677_1",0.589071312531301,1.56869165052394e-09,3.87538921978453e-09,88,0.46,"3.1056191841395299E-76","Y","Y","2","Both",FALSE
"P30613","PKLR","OID20682","Pyruvate kinase PKLR","15607_56",0.6743788952446,1.29103411254955e-07,2.73466700388075e-07,52,0.42,"2.3744879557965299E-62","Y","Y","2","Both",FALSE
"Q9H4A9","DPEP2","OID21305","Dipeptidase 2","8327_26",0.447696663104719,1.22276867111255e-05,2.18434466722479e-05,88,0.02,"0.51624364494103303","Y","Y","2","Both",FALSE
"P08581","MET","OID20269","Hepatocyte growth factor receptor","2837_3",0.536334297556788,7.21463861118698e-08,1.56040746973757e-07,88,0.51,"8.9183182061017205E-97","Y","Y","1","Both",FALSE
"P12931","SRC","OID21521","Proto-oncogene tyrosine-protein kinase Src","15433_4",0.903930823148181,0,0,88,0.66,"3.95658335004846E-178","N","N","3","None",FALSE
"P12931","SRC","OID21521","Proto-oncogene tyrosine-protein kinase Src","5488_74",0.903930823148181,0,0,88,0.6,"4.7433401930245201E-141","N","Y","3","SomaScan only",FALSE
"P12821","ACE","OID30696","Angiotensin-converting enzyme","10714_7",0.710260293755063,0,0,88,0.6,"1.8129552770846299E-135","Y","Y","1","Both",FALSE
"Q9NPH3","IL1RAP","OID21126","Interleukin-1 receptor accessory protein","14048_7",0.878204704865266,2.76336589376813e-29,8.66622248351173e-29,88,0.74,"9.6442489062938602E-254","Y","Y","1","Both",TRUE
"P07307","ASGR2","OID30679","Asialoglycoprotein receptor 2","9474_22",0.753419892842588,2.47741626098305e-17,7.19023896825159e-17,88,-0.05,"6.3082975696492904E-2","Y","N","3","Olink only",FALSE
"P05121","SERPINE1","OID20342","Plasminogen activator inhibitor 1","2925_9",0.856186819766828,0,0,88,0.77,"2.3771448074890501E-279","Y","Y","1","Both",TRUE
"P08174","CD55","OID20377","Complement decay-accelerating factor","5069_9",0.0353809305765912,0.743031110486372,0.777275275164936,88,0.41,"2.7202342477052801E-61","Y","Y","2","Both",FALSE
"Q9Y6N7","ROBO1","OID20734","Roundabout homolog 1","5740_17",0.577630234933606,6.65779384992703e-09,1.54982458898301e-08,88,0.37,"1.5523776115695699E-46","Y","Y","2","Both",FALSE
"Q9HCK4","ROBO2","OID21007","Roundabout homolog 2","5116_62",0.645470383275261,8.77907114881852e-06,1.58331810335721e-05,41,0.46,"7.8520360602398699E-76","Y","Y","2","Both",FALSE
"P09525","ANXA4","OID20123","Annexin A4","17164_15",0.795974076291783,0,0,88,0.73,"6.1712097179621301E-246","Y","Y","1","Both",TRUE
"P08236","GUSB","OID20296","Beta-glucuronidase","15562_24",0.858176887041668,0,0,88,0.75,"1.30493407905639E-257","Y","Y","1","Both",TRUE
"Q9HC56","PCDH9","OID31516","Protocadherin-9","10558_26",0.701208129336762,0,0,88,0.52,"9.3280681141674594E-102","Y","Y","1","Both",FALSE
"P21583","KITLG","OID20196","Kit ligand","9377_25",0.814671967673563,4.67483729864139e-22,1.42261221298278e-21,88,0.63,"1.1759530354437499E-158","Y","N","3","Olink only",FALSE
"Q9UKJ1","PILRA","OID21129","Paired immunoglobulin-like type 2 receptor alpha","10816_150",0.533479152426521,1.06025289598438e-06,2.06740158819752e-06,76,-0.32,"8.0437424471076606E-36","Y","Y","2","Both",FALSE
"Q9UKJ1","PILRA","OID21129","Paired immunoglobulin-like type 2 receptor alpha","6402_8",0.533479152426521,1.06025289598438e-06,2.06740158819752e-06,76,-0.32,"7.9188785152279603E-35","Y","Y","2","Both",FALSE
"Q9UKJ1","PILRA","OID21129","Paired immunoglobulin-like type 2 receptor alpha","8825_4",0.533479152426521,1.06025289598438e-06,2.06740158819752e-06,76,0.01,"0.74972985335731401","Y","N","3","Olink only",FALSE
"Q99733","NAP1L4","OID31475","Nucleosome assembly protein 1-like 4","19188_21",0.590051880067646,2.03249999940613e-08,4.63574242288792e-08,76,0.65,"5.1924607555145702E-175","Y","Y","1","Both",FALSE
"Q16881","TXNRD1","OID21135","Thioredoxin reductase 1, cytoplasmic","13967_14",0.446215349934839,1.6273392576412e-05,2.87522069151317e-05,88,0.73,"8.9934990761875708E-245","Y","N","3","Olink only",FALSE
"P21709","EPHA1","OID20677","Ephrin type-A receptor 1","3431_54",0.679123665950477,0,0,88,0.62,"1.97733613935748E-151","Y","Y","1","Both",FALSE
"P00167","CYB5A","OID31171","Cytochrome b5","11287_14",0.221689972174281,0.0381092409619328,0.0504400152942815,88,0.08,"1.4151222438046999E-3","N","Y","3","SomaScan only",FALSE
"P04179","SOD2","OID21114","Superoxide dismutase [Mn], mitochondrial","5008_51",0.714557430171533,0,0,88,0.02,"0.47866762481798703","Y","N","3","Olink only",FALSE
"P00390","GSR","OID30700","Glutathione reductase, mitochondrial","19273_3",0.498753995598883,7.59123855388194e-07,1.51155349688408e-06,88,0.44,"8.6644142971024093E-67","Y","Y","2","Both",FALSE
"Q96RD9","FCRL5","OID21111","Fc receptor-like protein 5","6103_70",0.850234229157127,0,0,88,-0.04,"0.100596381058731","Y","N","3","Olink only",FALSE
"Q16270","IGFBP7","OID20236","Insulin-like growth factor-binding protein 7","3320_49",0.60873432045217,3.13394291896222e-10,8.11518705391823e-10,88,0.45,"6.1926444172219404E-72","Y","Y","2","Both",FALSE
"P19256","CD58","OID20716","Lymphocyte function-associated antigen 3","10938_13",0.522383854038252,2.78475573518969e-07,5.70596955540682e-07,88,0.03,"0.22191606870587599","Y","Y","2","Both",FALSE
"Q03013","GSTM4","OID30164","Glutathione S-transferase Mu 4","18895_54",-0.20979020979021,0.513512513412579,0.565063964564134,12,0.44,"5.0289656687784301E-65","Y","Y","2","Both",FALSE
"P35968","KDR","OID21497","Vascular endothelial growth factor receptor 2","3651_50",0.531471240886196,1.60732338127965e-07,3.3667311641275e-07,88,0.57,"1.24130623410912E-124","Y","Y","1","Both",FALSE
"P52209","PGD","OID30344","6-phosphogluconate dehydrogenase, decarboxylating","4187_49",0.677221654749745,0,0,88,0.52,"2.7353857662046503E-97","Y","Y","1","Both",FALSE
"Q9Y251","HPSE","OID30409","Heparanase","5604_30",0.843753302102779,0,0,88,0.58,"4.0009193563825898E-124","Y","Y","1","Both",FALSE
"Q13231","CHIT1","OID20312","Chitotriosidase-1","3600_2",0.916047338945441,0,0,88,0.86,"0","Y","Y","1","Both",TRUE
"P28799","GRN","OID21159","Progranulin","4992_49",0.481349723503927,2.78372075275932e-06,5.30881880044809e-06,88,0.5,"1.1239314161597101E-93","Y","Y","2","Both",FALSE
"P48960","ADGRE5","OID20260","Adhesion G protein-coupled receptor E5","18881_7",0.742312704730372,0,0,88,0.56,"2.88502545423699E-122","Y","Y","1","Both",FALSE
"Q9UNZ2","NSFL1C","OID21022","NSFL1 cofactor p47","4250_23",0.829893276038181,0,0,88,0.65,"2.8871025423215001E-172","Y","Y","1","Both",FALSE
"P37173","TGFBR2","OID21493","TGF-beta receptor type-2","5133_17",0.70339874120696,0,0,74,-0.03,"0.33069827384436101","Y","N","3","Olink only",FALSE
"Q9BU40","CHRDL1","OID20771","Chordin-like protein 1","3362_61",0.617252221462748,4.91342533039537e-09,1.16294700168058e-08,76,0.58,"2.4141358620591598E-127","Y","Y","1","Both",FALSE
"Q96H15","TIMD4","OID20375","T-cell immunoglobulin and mucin domain-containing protein 4","15449_33",0.887045573630404,1.31110685746803e-30,4.14632952963981e-30,88,0.73,"3.6780888104173E-243","Y","Y","1","Both",TRUE
"Q5VTT5","MYOM3","OID30633","Myomesin-3","13966_30",0.896393223204537,0,0,88,0.35,"3.9630205323203898E-41","Y","N","3","Olink only",FALSE
"Q01973","ROR1","OID20224","Inactive tyrosine-protein kinase transmembrane receptor ROR1","2590_69",0.302477184020904,0.0459702689535905,0.0600699463525505,44,0.54,"6.6982032333713796E-111","Y","Y","1","Both",FALSE
"P39060","COL18A1","OID20332","Collagen alpha-1(XVIII) chain","2201_17",0.578951076045226,5.95966725746169e-09,1.39305679786216e-08,88,0.49,"4.8571218342797499E-87","Y","Y","2","Both",FALSE
"Q9H2X3","CLEC4M","OID30405","C-type lectin domain family 4 member M","3030_3",0.274985883681536,0.214712167199714,0.255168459756292,22,0.03,"0.22280112523471099","Y","N","3","Olink only",FALSE
"Q9NNX6","CD209","OID20262","CD209 antigen","3029_52",0.539061674474305,1.00232035645388e-07,2.15957954663442e-07,88,0.69,"1.3611588665019101E-206","Y","Y","1","Both",FALSE
"P12318","FCGR2A","OID20391","Low affinity immunoglobulin gamma Fc region receptor II-a","3309_2",0.697016660209221,0,0,88,0.42,"1.09550353068514E-63","Y","Y","2","Both",FALSE
"Q8TDQ0","HAVCR2","OID21137","Hepatitis A virus cellular receptor 2","11481_25",0.735714285714286,0,0,64,-0.09,"3.0638625540140002E-4","Y","N","3","Olink only",FALSE
"Q8TDQ0","HAVCR2","OID21137","Hepatitis A virus cellular receptor 2","5134_52",0.735714285714286,0,0,64,0.57,"3.0740103749873198E-123","Y","Y","1","Both",FALSE
"P37837","TALDO1","OID30414","Transaldolase","11347_9",0.834701137684478,0,0,88,0.38,"2.1361339913125001E-48","Y","Y","2","Both",FALSE
"Q9BYH1","SEZ6L","OID21488","Seizure 6-like protein","19563_3",0.40815997419771,0.00260211342097819,0.00386550796353207,53,0.59,"4.5942462895618297E-134","Y","Y","1","Both",FALSE
"Q6UXD5","SEZ6L2","OID21289","Seizure 6-like protein 2","3867_49",0.59328921705172,1.1206034553171e-09,2.80523570078271e-09,88,-0.07,"9.7027212662280007E-3","Y","N","3","Olink only",FALSE
"Q8WZ75","ROBO4","OID30226","Roundabout homolog 4","16297_14",0.406185058645345,9.88475571346543e-05,0.000167314680667203,88,0,"0.94645955480670396","Y","N","3","Olink only",FALSE
"P20023","CR2","OID20393","Complement receptor type 2","15570_99",0.919058856679934,0,0,88,0.78,"3.1659596505025602E-291","Y","Y","1","Both",TRUE
"P61978","HNRNPK","OID20051","Heterogeneous nuclear ribonucleoprotein K","19333_4",0.729086682399352,0,0,88,0.54,"3.8617168102636099E-112","N","N","3","None",FALSE
"P41271","NBL1","OID21486","Neuroblastoma suppressor of tumorigenicity 1","2944_66",0.757293233082707,0,0,76,0.55,"2.2973750273233E-113","Y","Y","1","Both",FALSE
"P51161","FABP6","OID20076","Gastrotropin","6450_8",0.537334307483561,4.7456853123992e-06,8.7834077339323e-06,66,0.01,"0.78790874906276098","Y","N","3","Olink only",FALSE
"P23280","CA6","OID21096","Carbonic anhydrase 6","3352_80",0.900003522242965,0,0,88,0.79,"1.2584413234521301E-305","Y","Y","1","Both",TRUE
"O75340","PDCD6","OID20163","Programmed cell death protein 6","19488_1",0.279947621565813,0.0278720588575956,0.0372397094085508,62,0.33,"1.88764095776235E-37","Y","Y","2","Both",FALSE
"Q14956","GPNMB","OID20173","Transmembrane glycoprotein NMB","8289_8",0.519337113874115,3.3363762626012e-07,6.81151681822199e-07,88,0.51,"1.50208451993589E-97","Y","Y","1","Both",FALSE
"Q14956","GPNMB","OID20173","Transmembrane glycoprotein NMB","8606_39",0.519337113874115,3.3363762626012e-07,6.81151681822199e-07,88,0.23,"1.46481279127766E-19","Y","Y","2","Both",FALSE
"Q12805","EFEMP1","OID20414","EGF-containing fibulin-like extracellular matrix protein 1","8480_29",0.526592934380614,2.16326801240494e-07,4.46495353931478e-07,88,0.58,"1.00231340307007E-131","Y","Y","1","Both",FALSE
"P16284","PECAM1","OID21131","Platelet endothelial cell adhesion molecule","2695_25",0.450987989151492,1.29364061265405e-05,2.30365970297543e-05,88,0.03,"0.243249216672908","Y","N","3","Olink only",FALSE
"P15509","CSF2RA","OID20915","Granulocyte-macrophage colony-stimulating factor receptor subunit alpha","10438_19",0.689892632358386,0,0,74,0.65,"2.41534958021145E-173","N","N","3","None",FALSE
"P16562","CRISP2","OID21456","Cysteine-rich secretory protein 2","9282_12",0.904009034443817,3.66016201329011e-06,6.91023898495741e-06,22,0.88,"0","Y","Y","1","Both",TRUE
"P07911","UMOD","OID20237","Uromodulin","9451_20",0.904318269874256,0,0,88,0.04,"0.103162675806256","Y","N","3","Olink only",FALSE
"P08397","HMBS","OID21385","Porphobilinogen deaminase","11530_37",0.803247508013103,0,0,88,0.74,"3.7454235822336101E-254","Y","Y","1","Both",TRUE
"Q92823","NRCAM","OID20229","Neuronal cell adhesion molecule","5109_24",0.65094572223592,0,0,88,0.41,"1.69646361921664E-58","Y","Y","2","Both",FALSE
"Q4KMG0","CDON","OID20754","Cell adhesion molecule-related/down-regulated by oncogenes","4541_49",0.503117185023423,8.49534456150711e-07,1.67972749736279e-06,88,0.62,"6.2214982373665397E-150","Y","Y","1","Both",FALSE
"Q8WVQ1","CANT1","OID20181","Soluble calcium-activated nucleotidase 1","6480_1",0.0850093339438555,0.430284363742552,0.481935562167997,88,0.09,"6.2912106765039999E-4","Y","N","3","Olink only",FALSE
"P10451","SPP1","OID20322","Osteopontin","13113_7",0.754675777535135,0,0,88,0.6,"1.4749562963387101E-139","Y","Y","1","Both",FALSE
"P15531","NME1","OID30451","Nucleoside diphosphate kinase A","5909_51",0.0811877003275686,0.451357160935214,0.504037818690264,88,0.07,"6.6155385618442003E-3","N","N","3","None",FALSE
"P16112","ACAN","OID20159","Aggrecan core protein","3280_49",0.534024867035328,1.37315651556257e-07,2.90317173421375e-07,88,0.37,"7.6555288733987598E-49","Y","Y","2","Both",FALSE
"Q9Y4C0","NRXN3","OID30901","Neurexin-3","16323_8",-0.0776487663280116,0.579497148629805,0.627279272102636,53,0.05,"7.0536199795079094E-2","N","N","3","None",FALSE
"P23141","CES1","OID20244","Liver carboxylesterase 1","15487_164",0.909901024972703,0,0,88,0.56,"2.1581142043272901E-121","Y","Y","1","Both",FALSE
"P20701","ITGAL","OID30537","Integrin alpha-L","11617_1",0.139104035542392,0.236645764364688,0.278886292241892,74,0.07,"1.5427897813059701E-2","Y","N","3","Olink only",FALSE
"P29350","PTPN6","OID20717","Tyrosine-protein phosphatase non-receptor type 6","4318_12",0.897731675530978,0,0,88,0.43,"6.0064361399807699E-65","N","N","3","None",FALSE
"Q96B86","RGMA","OID21065","Repulsive guidance molecule A","5483_1",0.68542848085661,0,0,88,0.64,"1.4930502511001201E-170","Y","Y","1","Both",FALSE
"Q9HBB8","CDHR5","OID20193","Cadherin-related family member 5","9962_1",0.796114966010355,0,0,88,0.23,"3.3104678917507302E-19","Y","Y","2","Both",FALSE
"Q14242","SELPLG","OID20560","P-selectin glycoprotein ligand 1","11266_8",0.0673981191222571,0.53198639646856,0.581988993811051,88,-0.35,"2.6113652642083999E-43","Y","Y","2","Both",FALSE
"Q9UEW3","MARCO","OID20210","Macrophage receptor MARCO","9003_99",0.65490824557078,0,0,88,0.05,"6.9036992342838999E-2","Y","N","3","Olink only",FALSE
"P29279","CCN2","OID20709","CCN family member 2","2975_19",0.331346548188653,0.00361018926392146,0.00529338140125627,76,0.5,"9.8598323210621201E-92","Y","N","3","Olink only",FALSE
"Q8WWV6","FCAMR","OID30332","High affinity immunoglobulin alpha and immunoglobulin mu Fc receptor","9568_289",0.81311363442329,0,0,52,-0.06,"2.1935145341863201E-2","Y","N","3","Olink only",FALSE
"P55083","MFAP4","OID30598","Microfibril-associated glycoprotein 4","5636_10",0.683966750026417,0,0,88,0.78,"3.1461486478782801E-274","Y","Y","1","Both",FALSE
"Q13510","ASAH1","OID30415","Acid ceramidase","5748_20",0.306259025747596,0.0038431461677902,0.00561029654049368,88,0.48,"3.5315404615431901E-79","Y","N","3","Olink only",FALSE
"P13987","CD59","OID20339","CD59 glycoprotein","11514_196",0.611073931879821,0,0,88,0.37,"7.0483109357299604E-47","Y","Y","2","Both",FALSE
"P22455","FGFR4","OID30646","Fibroblast growth factor receptor 4","4988_49",0.860642457116692,0,0,88,-0.04,"0.169677140532392","Y","N","3","Olink only",FALSE
"P13611","VCAN","OID21026","Versican core protein","9561_21",0.596439012363073,8.93553234033021e-10,2.25183393130196e-09,88,-0.04,"0.109861530296103","Y","N","3","Olink only",FALSE
"P55285","CDH6","OID20157","Cadherin-6","16312_45",0.743633545841992,0,0,88,-0.04,"0.135095975069078","Y","N","3","Olink only",FALSE
"P09417","QDPR","OID20174","Dihydropteridine reductase","11257_1",0.641722488038277,0,0,76,0.77,"2.5427930182585101E-286","Y","Y","1","Both",FALSE
"Q03405","PLAUR","OID20764","Urokinase plasminogen activator surface receptor","2652_15",0.446151742993848,6.40721446550976e-05,0.000109796533755679,76,0.47,"1.66055367008623E-80","Y","Y","2","Both",FALSE
"P50502","ST13","OID30624","Hsc70-interacting protein","18387_7",0.85467225529217,0,0,88,0.26,"5.8723259730193601E-22","Y","Y","2","Both",FALSE
"P14868","DARS1","OID20903","Aspartate--tRNA ligase, cytoplasmic","12675_14",0.734436090225564,0,0,76,0.6,"2.9310463499797302E-141","Y","Y","1","Both",FALSE
"Q14393","GAS6","OID20318","Growth arrest-specific protein 6","15391_114",0.627329083160157,0,0,88,0.54,"1.7041326602478699E-110","Y","Y","1","Both",FALSE
"Q14112","NID2","OID21085","Nidogen-2","16060_99",0.459599873199253,8.48121052222667e-06,1.53450107044774e-05,88,0.56,"5.7391782022448804E-122","Y","Y","1","Both",FALSE
"P07093","SERPINE2","OID30359","Glia-derived nexin","19154_41",0.66771978021978,1.8734607543559e-09,4.56833086753308e-09,64,0.77,"2.6435581820132298E-265","Y","Y","1","Both",FALSE
"O43665","RGS10","OID30999","Regulator of G-protein signaling 10","11634_32",0.652918178295939,0,0,88,0.71,"1.27467969534751E-226","N","N","3","None",FALSE
"P17405","SMPD1","OID21028","Sphingomyelin phosphodiesterase","10818_36",0.701425640420632,2.72085152746189e-14,7.52902297672666e-14,88,0.79,"2.61548646374126e-312","Y","Y","1","Both",TRUE
"P78324","SIRPA","OID20304","Tyrosine-protein phosphatase non-receptor type substrate 1","5430_66",0.380723443223443,0.00204709261358049,0.00306520896648856,64,0.73,"2.6518619869169301E-241","Y","Y","1","Both",FALSE
"Q9GZM7","TINAGL1","OID20180","Tubulointerstitial nephritis antigen-like","11192_168",0.269762845849802,0.21239117073851,0.252676113555088,23,0.27,"3.5181487094211602E-25","Y","Y","2","Both",FALSE
"Q16769","QPCT","OID20320","Glutaminyl-peptide cyclotransferase","7849_3",0.585784227396006,3.21120928344547e-09,7.76328753963584e-09,88,0.44,"5.8676480886854201E-68","Y","Y","2","Both",FALSE
