"UniProt","Gene.Name","Description","OlinkID","Assay","Panel","Panel_Lot_Nr","PlateID","Analyzed.MS","Detected.MS","Perc.Missing.MS","Analyzed.Olink","Detected.Olink","Perc.Missing.Olink","Overlapping","Detected.Platform","In.HPA","In.HPA.Plasma","In.HPPP","In.Ref.Plasma.Proteome"
"P04004","VTN","Vitronectin",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P23528","CFL1","Cofilin-1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P02743","APCS","Serum amyloid P-component","OID30778","APCS","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P13796","LCP1","Plastin-2","OID30367","LCP1","Cardiometabolic II","B20706","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P35443","THBS4","Thrombospondin-4","OID20368","THBS4","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P01857","IGHG1","Immunoglobulin heavy constant gamma 1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P11717","IGF2R","Cation-independent mannose-6-phosphate receptor","OID21146","IGF2R","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9NZP8","C1RL","Complement C1r subcomponent-like protein","OID30721","C1RL","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P09172","DBH","Dopamine beta-hydroxylase","OID30703","DBH","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P01042","KNG1","Kininogen-1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q15582","TGFBI","Transforming growth factor-beta-induced protein ig-h3","OID20417","TGFBI","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q6UXB8","PI16","Peptidase inhibitor 16","OID30676","PI16","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P30041","PRDX6","Peroxiredoxin-6","OID21404","PRDX6","Oncology","B04412","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q13093","PLA2G7","Platelet-activating factor acetylhydrolase","OID21105","PLA2G7","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P48740","MASP1","Mannan-binding lectin serine protease 1","OID20954","MASP1","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P24592","IGFBP6","Insulin-like growth factor-binding protein 6","OID20413","IGFBP6","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P02654","APOC1","Apolipoprotein C-I","OID30749","APOC1","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P06681","C2","Complement C2","OID20410","C2","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P01033","TIMP1","Metalloproteinase inhibitor 1","OID20418","TIMP1","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P13489","RNH1","Ribonuclease inhibitor",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P05090","APOD","Apolipoprotein D","OID30746","APOD","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P01876","IGHA1","Immunoglobulin heavy constant alpha 1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9H4A4","RNPEP","Aminopeptidase B",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O00462","MANBA","Beta-mannosidase",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P34932","HSPA4","Heat shock 70 kDa protein 4",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P08648","ITGA5","Integrin alpha-5","OID21139","ITGA5","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q14517","FAT1","Protocadherin Fat 1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P02655","APOC2","Apolipoprotein C-II",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P06702","S100A9","Protein S100-A9",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P0DJI8","SAA1","Serum amyloid A-1 protein",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q15404","RSU1","Ras suppressor protein 1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q96KN2","CNDP1","Beta-Ala-His dipeptidase","OID20347","CNDP1","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P07686","HEXB","Beta-hexosaminidase subunit beta",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P16930","FAH","Fumarylacetoacetase",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O94919","ENDOD1","Endonuclease domain-containing 1 protein",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P02746","C1QB","Complement C1q subcomponent subunit B",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P09619","PDGFRB","Platelet-derived growth factor receptor beta","OID20268","PDGFRB","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P14550","AKR1A1","Aldo-keto reductase family 1 member A1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P21399","ACO1","Cytoplasmic aconitate hydratase",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q92820","GGH","Gamma-glutamyl hydrolase","OID20416","GGH","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P30046","DDT","D-dopachrome decarboxylase","OID30372","DDT","Cardiometabolic II","B20706","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,FALSE,FALSE,FALSE
"P61981","YWHAG","14-3-3 protein gamma",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P07858","CTSB","Cathepsin B","OID20276","CTSB","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P06276","BCHE","Cholinesterase","OID30717","BCHE","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9Y5C1","ANGPTL3","Angiopoietin-related protein 3","OID20407","ANGPTL3","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P41222","PTGDS","Prostaglandin-H2 D-isomerase","OID20408","PTGDS","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P04040","CAT","Catalase","OID30712","CAT","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P07737","PFN1","Profilin-1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P43121","MCAM","Cell surface glycoprotein MUC18","OID20343","MCAM","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P11226","MBL2","Mannose-binding protein C","OID30759","MBL2","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P15144","ANPEP","Aminopeptidase N","OID20350","ANPEP","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q12866","MERTK","Tyrosine-protein kinase Mer","OID20657","MERTK","Inflammation","B04411","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P00492","HPRT1","Hypoxanthine-guanine phosphoribosyltransferase",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q86SF2","GALNT7","N-acetylgalactosaminyltransferase 7","OID21377","GALNT7","Oncology","B04412","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"O75339","CILP","Cartilage intermediate layer protein 1","OID30399","CILP","Cardiometabolic II","B20706","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P04156","PRNP","Major prion protein",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P28066","PSMA5","Proteasome subunit alpha type-5",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9HC84","MUC5B","Mucin-5B",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q8IUL8","CILP2","Cartilage intermediate layer protein 2",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9BXR6","CFHR5","Complement factor H-related protein 5","OID30716","CFHR5","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"O75356","ENTPD5","Nucleoside diphosphate phosphatase ENTPD5","OID20104","ENTPD5","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9UJJ9","GNPTG","N-acetylglucosamine-1-phosphotransferase subunit gamma",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P32119","PRDX2","Peroxiredoxin-2","OID30668","PRDX2","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,2.27272727272727,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P30043","BLVRB","Flavin reductase (NADPH)","OID21141","BLVRB","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"O95497","VNN1","Pantetheinase","OID30711","VNN1","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P00915","CA1","Carbonic anhydrase 1","OID20409","CA1","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P04632","CAPNS1","Calpain small subunit 1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P01854","IGHE","Immunoglobulin heavy constant epsilon",NA,NA,NA,NA,NA,TRUE,TRUE,61.3636363636364,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q86TH1","ADAMTSL2","ADAMTS-like protein 2","OID30370","ADAMTSL2","Cardiometabolic II","B20706","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q13790","APOF","Apolipoprotein F","OID30701","APOF","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P23284","PPIB","Peptidyl-prolyl cis-trans isomerase B","OID20331","PPIB","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P62826","RAN","GTP-binding nuclear protein Ran",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P05109","S100A8","Protein S100-A8",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q12907","LMAN2","Vesicular integral-membrane protein VIP36",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P55056","APOC4","Apolipoprotein C-IV",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9Y646","CPQ","Carboxypeptidase Q","OID30406","CPQ","Cardiometabolic II","B20706","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q5JS37","NHLRC3","NHL repeat-containing protein 3","OID30614","NHLRC3","Inflammation II","B20704","Run123",TRUE,TRUE,13.6363636363636,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P07359","GP1BA","Platelet glycoprotein Ib alpha chain","OID20381","GP1BA","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P80511","S100A12","Protein S100-A12","OID21374","S100A12","Oncology","B04412","Run122_-_INFONC",TRUE,TRUE,13.6363636363636,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q13867","BLMH","Bleomycin hydrolase","OID20336","BLMH","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P01877","IGHA2","Immunoglobulin heavy constant alpha 2",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O00187","MASP2","Mannan-binding lectin serine protease 2",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P84157-2","MXRA7","Isoform 2 of Matrix-remodeling-associated protein 7",NA,NA,NA,NA,NA,TRUE,TRUE,63.6363636363636,FALSE,FALSE,NA,FALSE,"MS",FALSE,FALSE,FALSE,FALSE
"P24043","LAMA2","Laminin subunit alpha-2",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P16109","SELP","P-selectin","OID20379","SELP","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P61158","ACTR3","Actin-related protein 3",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P02792","FTL","Ferritin light chain",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q6EMK4","VASN","Vasorin","OID20345","VASN","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P22352","GPX3","Glutathione peroxidase 3",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9Y696","CLIC4","Chloride intracellular channel protein 4",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P52565","ARHGDIA","Rho GDP-dissociation inhibitor 1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q86UD1","OAF","Out at first protein homolog",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P14923","JUP","Junction plakoglobin",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P45877","PPIC","Peptidyl-prolyl cis-trans isomerase C",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P23142-4","FBLN1","Isoform C of Fibulin-1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",FALSE,FALSE,FALSE,FALSE
"P08571","CD14","Monocyte differentiation antigen CD14","OID20378","CD14","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9UGM5","FETUB","Fetuin-B","OID20404","FETUB","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P56199","ITGA1","Integrin alpha-1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P09486","SPARC","SPARC","OID21511","SPARC","Oncology","B04412","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P27487","DPP4","Dipeptidyl peptidase 4","OID20406","DPP4","Cardiometabolic","B04413","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q15942","ZYX","Zyxin",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P20827","EFNA1","Ephrin-A1","OID21125","EFNA1","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9Y2V2","CARHSP1","Calcium-regulated heat-stable protein 1","OID20859","CARHSP1","Neurology","B04414","Run122",TRUE,TRUE,15.9090909090909,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P00918","CA2","Carbonic anhydrase 2","OID21149","CA2","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q01469","FABP5","Fatty acid-binding protein 5","OID21043","FABP5","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"O15230","LAMA5","Laminin subunit alpha-5",NA,NA,NA,NA,NA,TRUE,TRUE,11.3636363636364,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O00299","CLIC1","Chloride intracellular channel protein 1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q06830","PRDX1","Peroxiredoxin-1","OID20962","PRDX1","Neurology","B04414","Run122",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q8NFC6","BOD1L1","Biorientation of chromosomes in cell division protein 1-like 1",NA,NA,NA,NA,NA,TRUE,TRUE,73.8636363636364,FALSE,FALSE,NA,FALSE,"MS",TRUE,FALSE,FALSE,FALSE
"Q8NFL0","B3GNT7","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7","OID30281","B3GNT7","Cardiometabolic II","B20706","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"O75131","CPNE3","Copine-3",NA,NA,NA,NA,NA,TRUE,TRUE,52.2727272727273,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q96CX2","KCTD12","BTB/POZ domain-containing protein KCTD12",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"Q9BYE9","CDHR2","Cadherin-related family member 2","OID21282","CDHR2","Oncology","B04412","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P01160","NPPA","Natriuretic peptides A",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P05154","SERPINA5","Plasma serine protease inhibitor","OID30763","SERPINA5","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P08567","PLEK","Pleckstrin",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P17050","NAGA","Alpha-N-acetylgalactosaminidase","OID30509","NAGA","Inflammation II","B20704","Run123",TRUE,TRUE,9.09090909090909,TRUE,TRUE,9.09090909090909,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P30101","PDIA3","Protein disulfide-isomerase A3","OID30573","PDIA3","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"Q9Y287","ITM2B","Integral membrane protein 2B",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P52888","THOP1","Thimet oligopeptidase","OID20194","THOP1","Cardiometabolic","B04413","Run122",TRUE,TRUE,25,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"A0A0J9YXX1","IGHV5-10-1","Immunoglobulin heavy variable 5-10-1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P07996","THBS1","Thrombospondin-1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O75051","PLXNA2","Plexin-A2",NA,NA,NA,NA,NA,TRUE,TRUE,29.5454545454545,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P02656","APOC3","Apolipoprotein C-III",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P07602-3","PSAP","Isoform Sap-mu-9 of Prosaposin",NA,NA,NA,NA,NA,TRUE,TRUE,9.09090909090909,FALSE,FALSE,NA,FALSE,"MS",FALSE,FALSE,FALSE,FALSE
"Q00796","SORD","Sorbitol dehydrogenase","OID21453","SORD","Oncology","B04412","Run122_-_INFONC",TRUE,TRUE,45.4545454545455,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P53634","CTSC","Dipeptidyl peptidase 1","OID20679","CTSC","Inflammation","B04411","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P01861","IGHG4","Immunoglobulin heavy constant gamma 4",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O95747","OXSR1","Serine/threonine-protein kinase OSR1",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O60279","SUSD5","Sushi domain-containing protein 5","OID30650","SUSD5","Inflammation II","B20704","Run123",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
"P17987","TCP1","T-complex protein 1 subunit alpha",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P02794","FTH1","Ferritin heavy chain",NA,NA,NA,NA,NA,TRUE,TRUE,26.1363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P41240","CSK","Tyrosine-protein kinase CSK",NA,NA,NA,NA,NA,TRUE,TRUE,40.9090909090909,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"O15145","ARPC3","Actin-related protein 2/3 complex subunit 3",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P01762","IGHV3-11","Immunoglobulin heavy variable 3-11",NA,NA,NA,NA,NA,TRUE,TRUE,13.6363636363636,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P49773","HINT1","Adenosine 5'-monophosphoramidase HINT1",NA,NA,NA,NA,NA,TRUE,TRUE,0,FALSE,FALSE,NA,FALSE,"MS",TRUE,TRUE,TRUE,TRUE
"P07237","P4HB","Protein disulfide-isomerase","OID21509","P4HB","Oncology","B04412","Run122_-_INFONC",TRUE,TRUE,0,TRUE,TRUE,0,TRUE,"Both",TRUE,TRUE,TRUE,TRUE
