biosequence_name,biosequence_accession,biosequence_gene_name,is_covering,pct_coverage,presence_level,probability,confidence,n_observations,norm_PSMs_per_100K,n_distinct_peptides,n_distinct_synpeptides,chromosome,genetic_locus,start_in_chromosome,end_in_chromosome,strand,relationship_phrase,reference_biosequence,represented_by_biosequence_id,group_number,seq_unique_prots_in_group,protein_group_seq_align_link,is_keratin,is_immunoglobulin,biosequence_description,organism_full_name
Q9Y4R8,Q9Y4R8,,C,,canonical,0.998,0.000,7,0.003,2,,,,,,,,,Q9Y4R8,4233,19,,,,nP20K \PName=Telomere length regulation protein TEL2 homolog isoform Iso 1 \GName=TELO2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=837 \SV=2 \EV=174 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(36|MOD:00134|N6-glycyl-L-lysine)(51|MOD:00134|N6-g,Homo sapiens
Q9Y4P8,Q9Y4P8,,C,,canonical,0.989,0.000,3,0.003,2,,,,,,,,,Q9Y4P8,4232,11,,,,nP20K \PName=WD repeat domain phosphoinositide-interacting protein 2 isoform Iso 1 \GName=WIPI2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=454 \SV=1 \EV=182 \PE=1 \ModResPsi=(223|MOD:00134|N6-glycyl-L-lysine)(303|MOD:00047|O-phospho-L-threonine)(331|MO,Homo sapiens
Q9Y4P1,Q9Y4P1,,C,,canonical,0.983,0.000,2,0.002,2,,,,,,,,,Q9Y4P1,4230,21,,,,nP20K \PName=Cysteine protease ATG4B isoform Iso 1 \GName=ATG4B \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=393 \SV=2 \EV=194 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(7|MOD:00047|O-phospho-L-threonine)(8|MOD:00048|O4'-phospho-L-tyrosine)(34|,Homo sapiens
Q9Y4L1,Q9Y4L1,,C,,canonical,1.000,0.000,9943,4.031,110,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Hypoxia up-regulated protein 1 isoform Iso 1 \GName=HYOU1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=999 \SV=1 \EV=206 \PE=1 \ModResPsi=(398|MOD:00134|N6-glycyl-L-lysine)(558|MOD:00046|O-phospho-L-serine)(567|MOD:00046|O-phospho-L-serine)(,Homo sapiens
Q9Y4H4,Q9Y4H4,,C,,canonical,0.999,0.000,8,0.023,2,,,,,,,,,Q9Y4H4,4228,7,,,,nP20K \PName=G-protein-signaling modulator 3 isoform Iso 1 \GName=GPSM3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=160 \SV=1 \EV=164 \PE=1 \ModResPsi=(35|MOD:00046|O-phospho-L-serine)(39|MOD:00046|O-phospho-L-serine)(54|MOD:00046|O-phospho-L-serine)(56,Homo sapiens
Q9Y4G6,Q9Y4G6,,C,,canonical,1.000,0.000,8863,1.397,83,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Talin-2 isoform Iso 1 \GName=TLN2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=2542 \SV=4 \EV=204 \PE=1 \ModResPsi=(28|MOD:00048|O4'-phospho-L-tyrosine)(72|MOD:00048|O4'-phospho-L-tyrosine)(428|MOD:00046|O-phospho-L-serine)(449|MOD:00046|O-p,Homo sapiens
Q9Y4E8,Q9Y4E8,,C,,canonical,1.000,0.000,129,0.052,27,,,,,,,,,Q9Y4E8,4224,29,,,,nP20K \PName=Ubiquitin carboxyl-terminal hydrolase 15 isoform Iso 1 \GName=USP15 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=981 \SV=3 \EV=212 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(49|MOD:00046|O-phospho-L-serine)(154|MOD:00134|N6-glycyl-L-l,Homo sapiens
Q9Y4D7,Q9Y4D7,,C,,canonical,0.999,0.000,8033,1.961,78,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Plexin-D1 isoform Iso 1 \GName=PLXND1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1925 \SV=3 \EV=179 \PE=1 \ModResPsi=(104|MOD:00798|half cystine)(114|MOD:00798|half cystine)(140|MOD:00798|half cystine)(148|MOD:00798|half cystine)(322|MOD:0,Homo sapiens
Q9Y4D1,Q9Y4D1,,C,,canonical,0.999,0.000,5,0.002,4,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Disheveled-associated activator of morphogenesis 1 isoform Iso 1 \GName=DAAM1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1078 \SV=2 \EV=190 \PE=1 \ModResPsi=(9|MOD:00658|methylated arginine)(34|MOD:00046|O-phospho-L-serine)(1027|MOD:00046|,Homo sapiens
Q9Y4C0,Q9Y4C0,,C,,canonical,0.999,0.000,326,0.095,53,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Neurexin-3 isoform 1a \GName=NRXN3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=1643 \SV=4 \EV=204 \PE=1 \ModResPsi=(202|MOD:00798|half cystine)(213|MOD:00798|half cystine)(207|MOD:00798|half cystine)(222|MOD:00798|half cystine)(224|MOD:0079,Homo sapiens
Q9Y490,Q9Y490,,C,,canonical,1.000,0.000,85250,13.534,655,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Talin-1 isoform Iso 1 \GName=TLN1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=2541 \SV=3 \EV=219 \PE=1 \ModResPsi=(16|MOD:00047|O-phospho-L-threonine)(26|MOD:00048|O4'-phospho-L-tyrosine)(45|MOD:00046|O-phospho-L-serine)(70|MOD:00048|O4'-ph,Homo sapiens
Q9Y450,Q9Y450,,C,,canonical,0.999,0.000,8,0.005,4,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=HBS1-like protein isoform Iso 1 \GName=HBS1L \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=684 \SV=1 \EV=181 \PE=1 \ModResPsi=(33|MOD:00046|O-phospho-L-serine)(47|MOD:00134|N6-glycyl-L-lysine)(49|MOD:00046|O-phospho-L-serine)(62|MOD:00134|N6-,Homo sapiens
Q9Y446,Q9Y446,,C,,canonical,0.999,0.000,6,0.003,5,,,,,,,,,Q9Y446,4222,7,,,,nP20K \PName=Plakophilin-3 isoform PKP3a \GName=PKP3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=797 \SV=1 \EV=176 \PE=1 \ModResPsi=(9|MOD:00046|O-phospho-L-serine)(80|MOD:00046|O-phospho-L-serine)(81|MOD:00078|omega-N-methyl-L-arginine)(81|MOD:00077|as,Homo sapiens
Q9Y3Z3,Q9Y3Z3,,C,,canonical,0.999,0.000,28,0.018,8,,,,,,,,,Q9Y3Z3,4221,16,,,,nP20K \PName=Deoxynucleoside triphosphate triphosphohydrolase SAMHD1 isoform Iso 1 \GName=SAMHD1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=626 \SV=2 \EV=200 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(18|MOD:00046|O-phospho-L-serine)(21|MOD:0,Homo sapiens
Q9Y3U8,Q9Y3U8,,C,,canonical,0.999,0.000,5,0.038,3,,,,,,,,,Q9Y3U8,4219,8,,,,nP20K \PName=60S ribosomal protein L36 isoform Iso 1 \GName=RPL36 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=105 \SV=3 \EV=206 \PE=1 \ModResPsi=(62|MOD:00134|N6-glycyl-L-lysine)(62|MOD:00064|N6-acetyl-L-lysine) \VariantSimple=(2|V)(4|C)(6|L)(6|S)(6|T)(,Homo sapiens
Q9Y3T9,Q9Y3T9,,C,,canonical,0.991,0.000,3,0.002,2,,,,,,,,,Q9Y3T9,4218,5,,,,nP20K \PName=Nucleolar complex protein 2 homolog isoform Iso 1 \GName=NOC2L \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=749 \SV=4 \EV=189 \PE=1 \ModResPsi=(22|MOD:00046|O-phospho-L-serine)(26|MOD:00046|O-phospho-L-serine)(28|MOD:00046|O-phospho-L-serine,Homo sapiens
Q9Y3R4,Q9Y3R4,,C,,canonical,0.993,0.000,3,0.004,3,,,,,,,,,Q9Y3R4,4217,1,,,,nP20K \PName=Sialidase-2 isoform Iso 1 \GName=NEU2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=380 \SV=2 \EV=174 \PE=1 \ModResPsi=(193|MOD:00046|O-phospho-L-serine) \VariantSimple=(2|E)(2|G)(2|V)(3|C)(3|F)(4|F)(5|S)(6|A)(6|I)(10|D)(10|Q)(11|G)(11|R)(11|,Homo sapiens
Q9Y3Q8,Q9Y3Q8,,C,,canonical,0.999,0.000,35,0.038,10,,,,,,,,,Q9Y3Q8,4216,39,,,,nP20K \PName=TSC22 domain family protein 4 isoform Iso 1 \GName=TSC22D4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=395 \SV=2 \EV=187 \PE=1 \ModResPsi=(49|MOD:00046|O-phospho-L-serine)(57|MOD:00047|O-phospho-L-threonine)(62|MOD:00046|O-phospho-L-serine),Homo sapiens
Q9Y3I1,Q9Y3I1,,C,,canonical,0.999,0.000,71,0.090,9,,,,,,,,,Q9Y3I1,4213,8,,,,nP20K \PName=F-box only protein 7 isoform Iso 1 \GName=FBXO7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=522 \SV=1 \EV=199 \PE=1 \ModResPsi=(309|MOD:00134|N6-glycyl-L-lysine)(393|MOD:00134|N6-glycyl-L-lysine)(432|MOD:00078|omega-N-methyl-L-arginine)(451,Homo sapiens
Q9Y3I0,Q9Y3I0,,C,,canonical,0.999,0.000,24,0.020,12,,,,,,,,,Q9Y3I0,4212,18,,,,nP20K \PName=RNA-splicing ligase RtcB homolog isoform Iso 1 \GName=RTCB \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=505 \SV=1 \EV=177 \PE=1 \ModResPsi=(67|MOD:00134|N6-glycyl-L-lysine)(140|MOD:00134|N6-glycyl-L-lysine)(206|MOD:00134|N6-glycyl-L-lysine)(,Homo sapiens
Q9Y3F4,Q9Y3F4,,C,,canonical,0.999,0.000,134,0.138,17,,,,,,,,,Q9Y3F4,4211,7,,,,nP20K \PName=Serine-threonine kinase receptor-associated protein isoform Iso 1 \GName=STRAP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=350 \SV=1 \EV=207 \PE=1 \ModResPsi=(59|MOD:00134|N6-glycyl-L-lysine)(104|MOD:00064|N6-acetyl-L-lysine)(122|MOD:00064|,Homo sapiens
Q9Y3D6,Q9Y3D6,,C,,canonical,0.999,0.000,19,0.062,4,,,,,,,,,Q9Y3D6,4209,8,,,,nP20K \PName=Mitochondrial fission 1 protein isoform Iso 1 \GName=FIS1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=152 \SV=2 \EV=193 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(10|MOD:00046|O-phospho-L-serine) \VariantSimple=(4|M)(7|D)(7|K)(9|M,Homo sapiens
Q9Y3C8,Q9Y3C8,,C,,canonical,0.999,0.000,14,0.040,7,,,,,,,,,Q9Y3C8,4207,37,,,,nP20K \PName=Ubiquitin-fold modifier-conjugating enzyme 1 isoform Iso 1 \GName=UFC1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=167 \SV=3 \EV=187 \PE=1 \ModResPsi=(33|MOD:00134|N6-glycyl-L-lysine)(122|MOD:00134|N6-glycyl-L-lysine) \VariantSimple=(4|*)(6,Homo sapiens
Q9Y3C6,Q9Y3C6,,C,,canonical,0.999,0.000,33,0.083,4,,,,,,,,,Q9Y3C6,4206,2,,,,nP20K \PName=Peptidyl-prolyl cis-trans isomerase-like 1 isoform Iso 1 \GName=PPIL1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=166 \SV=1 \EV=198 \PE=1 \ModResPsi=(58|MOD:00134|N6-glycyl-L-lysine)(80|MOD:00134|N6-glycyl-L-lysine)(147|MOD:00047|O-phospho-,Homo sapiens
Q9Y3B8,Q9Y3B8,,C,,canonical,0.999,0.000,98,0.171,12,,,,,,,,,Q9Y3B8,4204,24,,,,"nP20K \PName=Oligoribonuclease, mitochondrial isoform Iso 1 \GName=REXO2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=237 \SV=3 \EV=183 \PE=1 \ModResPsi=(12|MOD:00658|methylated arginine)(92|MOD:00046|O-phospho-L-serine)(122|MOD:00048|O4'-phospho-L-tyros",Homo sapiens
Q9Y3B4,Q9Y3B4,,C,,canonical,0.999,0.000,4,0.011,3,,,,,,,,,Q9Y3B4,4203,9,,,,nP20K \PName=Splicing factor 3B subunit 6 isoform Iso 1 \GName=SF3B6 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=125 \SV=1 \EV=198 \PE=1 \ModResPsi=(7|MOD:00134|N6-glycyl-L-lysine)(7|MOD:00134|N6-glycyl-L-lysine)(29|MOD:00134|N6-glycyl-L-lysine)(29|MOD:,Homo sapiens
Q9Y3B3,Q9Y3B3,,C,,canonical,0.999,0.000,6,0.010,3,,,,,,,,,Q9Y3B3,4202,6,,,,nP20K \PName=Transmembrane emp24 domain-containing protein 7 isoform Iso 1 \GName=TMED7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=224 \SV=2 \EV=183 \PE=1 \ModRes=(103||N-linked (GlcNAc...) asparagine) \VariantSimple=(2|R)(2|S)(3|Q)(3|W)(4|L)(5|R)(5|W),Homo sapiens
Q9Y3A5,Q9Y3A5,,C,,canonical,0.999,0.000,56,0.075,6,,,,,,,,,Q9Y3A5,4200,10,,,,nP20K \PName=Ribosome maturation protein SBDS isoform Iso 1 \GName=SBDS \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=250 \SV=4 \EV=201 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(5|MOD:00047|O-phospho-L-threonine)(62|MOD:00134|N6-glycyl-L-lysine)(77,Homo sapiens
Q9Y3A3,Q9Y3A3,,C,,canonical,0.998,0.000,4,0.008,2,,,,,,,,,P61604,1996,15,,,,nP20K \PName=MOB-like protein phocein isoform Iso 1 \GName=MOB4 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=225 \SV=1 \EV=185 \PE=1 \ModResPsi=(140|MOD:00064|N6-acetyl-L-lysine) \VariantSimple=(1|I)(4|E)(4|P)(6|E)(6|V)(6|W)(7|M)(8|V)(9|M)(10|P)(10|Q)(10,Homo sapiens
Q9Y385,Q9Y385,,C,,canonical,0.999,0.000,7,0.010,4,,,,,,,,,Q9Y385,4198,8,,,,nP20K \PName=Ubiquitin-conjugating enzyme E2 J1 isoform Iso 1 \GName=UBE2J1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=318 \SV=2 \EV=185 \PE=1 \ModResPsi=(167|MOD:00046|O-phospho-L-serine)(184|MOD:00046|O-phospho-L-serine)(186|MOD:00134|N6-glycyl-L-lys,Homo sapiens
Q9Y383,Q9Y383,,C,,canonical,0.999,0.000,6,0.008,4,,,,,,,,,Q9Y383,4197,17,,,,nP20K \PName=Putative RNA-binding protein Luc7-like 2 isoform Iso 1 \GName=LUC7L2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=392 \SV=2 \EV=184 \PE=1 \ModResPsi=(17|MOD:00047|O-phospho-L-threonine)(18|MOD:00046|O-phospho-L-serine)(23|MOD:00047|O-phospho,Homo sapiens
Q9Y376,Q9Y376,,C,,canonical,0.999,0.000,47,0.044,16,,,,,,,,,Q9Y376,4196,10,,,,nP20K \PName=Calcium-binding protein 39 isoform Iso 1 \GName=CAB39 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=341 \SV=1 \EV=183 \PE=1 \ModResPsi=(301|MOD:00134|N6-glycyl-L-lysine) \VariantSimple=(1|L)(3|L)(4|L)(5|L)(5|S)(9|P)(9|Q)(9|Y)(10|I)(10|R)(10|T,Homo sapiens
Q9Y371,Q9Y371,,C,,canonical,0.999,0.000,13,0.017,6,,,,,,,,,Q9Y371,4195,11,,,,nP20K \PName=Endophilin-B1 isoform Iso 1 \GName=SH3GLB1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=365 \SV=1 \EV=192 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(80|MOD:00048|O4'-phospho-L-tyrosine)(145|MOD:00047|O-phospho-L-threonine)(294|MOD:,Homo sapiens
Q9Y365,Q9Y365,,C,,canonical,0.999,0.000,4,0.007,3,,,,,,,,,Q9Y365,4194,17,,,,nP20K \PName=START domain-containing protein 10 isoform Iso 1 \GName=STARD10 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=291 \SV=2 \EV=161 \PE=1 \ModResPsi=(1|MOD:00058|N-acetyl-L-methionine)(94|MOD:01819|N6-succinyl-L-lysine)(97|MOD:00046|O-phospho-L-s,Homo sapiens
Q9Y337,Q9Y337,,C,,canonical,1.000,0.000,480,0.838,10,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Kallikrein-5 isoform Iso 1 \GName=KLK5 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=293 \SV=3 \EV=189 \PE=1 \ModResPsi=(73|MOD:00798|half cystine)(206|MOD:00798|half cystine)(93|MOD:00798|half cystine)(109|MOD:00798|half cystine)(178|MOD:007,Homo sapiens
Q9Y336,Q9Y336,,C,,canonical,0.999,0.000,1179,1.409,6,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Sialic acid-binding Ig-like lectin 9 isoform Iso 1 \GName=SIGLEC9 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=463 \SV=2 \EV=190 \PE=1 \ModResPsi=(36|MOD:00798|half cystine)(170|MOD:00798|half cystine)(41|MOD:00798|half cystine)(102|MOD:0079,Homo sapiens
Q9Y334,Q9Y334,,C,,canonical,0.998,0.000,4,0.002,4,,,,,,,,,Q9Y334,4193,10,,,,nP20K \PName=von Willebrand factor A domain-containing protein 7 isoform Iso 1 \GName=VWA7 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=891 \SV=4 \EV=146 \PE=1 \ModRes=(55||N-linked (GlcNAc...) asparagine)(781||N-linked (GlcNAc...) asparagine) \VariantSi,Homo sapiens
Q9Y333,Q9Y333,,C,,canonical,0.999,0.000,43,0.163,5,,,,,,,,,Q9Y333,4192,11,,,,nP20K \PName=U6 snRNA-associated Sm-like protein LSm2 isoform Iso 1 \GName=LSM2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=95 \SV=1 \EV=204 \PE=1 \ModResPsi=(79|MOD:00047|O-phospho-L-threonine) \VariantSimple=(3|L)(3|V)(4|*)(4|C)(8|E)(17|M)(21|K)(24|C),Homo sapiens
Q9Y316,Q9Y316,,C,,canonical,0.998,0.000,4,0.005,2,,,,,,,,,Q9Y316,4191,11,,,,nP20K \PName=Protein MEMO1 isoform Iso 1 \GName=MEMO1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=297 \SV=1 \EV=174 \PE=1 \ModResPsi=(86|MOD:00046|O-phospho-L-serine)(115|MOD:00134|N6-glycyl-L-lysine)(199|MOD:00048|O4'-phospho-L-tyrosine)(200|MOD:00046|,Homo sapiens
Q9Y315,Q9Y315,,C,,canonical,0.999,0.000,107,0.121,14,,,,,,,,,Q9Y315,4190,19,,,,nP20K \PName=Deoxyribose-phosphate aldolase isoform Iso 1 \GName=DERA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=318 \SV=2 \EV=170 \PE=1 \ModResPsi=(292|MOD:00047|O-phospho-L-threonine) \VariantSimple=(3|G)(3|T)(4|Q)(5|S)(7|D)(8|A)(8|I)(8|N)(8|S)(9|K)(,Homo sapiens
Q9Y314,Q9Y314,,C,,canonical,0.999,0.000,3,0.004,3,,,,,,,,,Q9Y314,4189,12,,,,nP20K \PName=Nitric oxide synthase-interacting protein isoform Iso 1 \GName=NOSIP \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=301 \SV=1 \EV=164 \PE=1 \ModResPsi=(14|MOD:00048|O4'-phospho-L-tyrosine)(15|MOD:00047|O-phospho-L-threonine)(16|MOD:00048|O4'-p,Homo sapiens
Q9Y305,Q9Y305,,C,,canonical,0.999,0.000,5,0.004,5,,,,,,,,,Q9Y305,4188,8,,,,"nP20K \PName=Acyl-coenzyme A thioesterase 9, mitochondrial isoform Iso 1 \GName=ACOT9 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=439 \SV=2 \EV=165 \PE=1 \ModResPsi=(73|MOD:00134|N6-glycyl-L-lysine)(103|MOD:00064|N6-acetyl-L-lysine)(138|MOD:00134|N6-gly",Homo sapiens
Q9Y303,Q9Y303,,C,,canonical,0.999,0.000,41,0.052,8,,,,,,,,,Q9Y303,4187,15,,,,nP20K \PName=N-acetylglucosamine-6-phosphate deacetylase isoform Iso 1 \GName=AMDHD2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=409 \SV=2 \EV=163 \PE=1 \VariantSimple=(2|C)(4|Q)(5|H)(5|R)(6|D)(8|T)(9|E)(9|W)(10|G)(10|T)(11|C)(11|G)(11|H)(11|L)(11|S)(15,Homo sapiens
Q9Y2Z4,Q9Y2Z4,,C,,canonical,0.999,0.000,2,0.002,2,,,,,,,,,Q9Y2Z4,4186,7,,,,"nP20K \PName=Tyrosine--tRNA ligase, mitochondrial isoform Iso 1 \GName=YARS2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=477 \SV=2 \EV=182 \PE=1 \ModResPsi=(355|MOD:00064|N6-acetyl-L-lysine)(367|MOD:00064|N6-acetyl-L-lysine)(377|MOD:00046|O-phospho-L-se",Homo sapiens
Q9Y2Z0,Q9Y2Z0,,C,,canonical,0.999,0.000,16,0.017,9,,,,,,,,,Q9Y2Z0,4185,11,,,,nP20K \PName=Protein SGT1 homolog isoform Iso 1 \GName=SUGT1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=365 \SV=3 \EV=200 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(256|MOD:00134|N6-glycyl-L-lysine)(265|MOD:00047|O-phospho-L-threonine)(267|MOD:0,Homo sapiens
Q9Y2Y8,Q9Y2Y8,,C,,canonical,1.000,0.000,94,0.237,11,,,,,,,,,Q9Y2Y8,4184,1,,,,nP20K \PName=Proteoglycan 3 isoform Iso 1 \GName=PRG3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=225 \SV=2 \EV=161 \PE=1 \ModResPsi=(128|MOD:00798|half cystine)(223|MOD:00798|half cystine)(200|MOD:00798|half cystine)(215|MOD:00798|half cystine) \Varian,Homo sapiens
Q9Y2X7,Q9Y2X7,,C,,canonical,0.999,0.000,16,0.009,5,,,,,,,,,Q9Y2X7,4183,52,,,,nP20K \PName=ARF GTPase-activating protein GIT1 isoform Iso 1 \GName=GIT1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=761 \SV=2 \EV=217 \PE=1 \ModResPsi=(23|MOD:00046|O-phospho-L-serine)(36|MOD:00046|O-phospho-L-serine)(46|MOD:00046|O-phospho-L-serine)(,Homo sapiens
Q9Y2X3,Q9Y2X3,,C,,canonical,0.999,0.000,10,0.009,4,,,,,,,,,Q9Y2X3,4182,5,,,,nP20K \PName=Nucleolar protein 58 isoform Iso 1 \GName=NOP58 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=529 \SV=1 \EV=204 \PE=1 \ModResPsi=(34|MOD:00047|O-phospho-L-threonine)(105|MOD:00046|O-phospho-L-serine)(109|MOD:00046|O-phospho-L-serine)(145|MOD:,Homo sapiens
Q9Y2W3,Q9Y2W3,,C,,canonical,0.999,0.000,13,0.010,2,,,,,,,,,Q9Y2W3,4181,7,,,,nP20K \PName=Proton-associated sugar transporter A isoform Iso 1 \GName=SLC45A1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=782 \SV=5 \EV=150 \PE=1 \ModResPsi=(531|MOD:00047|O-phospho-L-threonine)(533|MOD:00046|O-phospho-L-serine) \VariantSimple=(90|T)(,Homo sapiens
Q9Y2W2,Q9Y2W2,,C,,canonical,0.999,0.000,2,0.002,2,,,,,,,,,Q9Y2W2,4180,3,,,,nP20K \PName=WW domain-binding protein 11 isoform Iso 1 \GName=WBP11 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=641 \SV=1 \EV=172 \PE=1 \ModResPsi=(13|MOD:00064|N6-acetyl-L-lysine)(171|MOD:00046|O-phospho-L-serine)(181|MOD:00046|O-phospho-L-serine)(192,Homo sapiens
Q9Y2W1,Q9Y2W1,,C,,canonical,0.999,0.000,23,0.012,10,,,,,,,,,Q9Y2W1,4179,11,,,,nP20K \PName=Thyroid hormone receptor-associated protein 3 isoform Iso 1 \GName=THRAP3 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=955 \SV=2 \EV=205 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(17|MOD:00783|dimethylated L-arginine)(51|MOD:00046|O-ph,Homo sapiens
Q9Y2V2,Q9Y2V2,,C,,canonical,0.999,0.000,51,0.145,5,,,,,,,,,Q9Y2V2,4178,10,,,,nP20K \PName=Calcium-regulated heat-stable protein 1 isoform Iso 1 \GName=CARHSP1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=147 \SV=2 \EV=176 \PE=1 \ModResPsi=(2|MOD:00060|N-acetyl-L-serine)(13|MOD:00047|O-phospho-L-threonine)(17|MOD:00046|O-phospho-L,Homo sapiens
Q9Y2T3,Q9Y2T3,,C,,canonical,1.000,0.000,549,0.430,35,,,,,,,,,P04114,1033,64541,,,,nP20K \PName=Guanine deaminase isoform Iso 1 \GName=GDA \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=454 \SV=1 \EV=187 \PE=1 \ModResPsi=(39|MOD:00046|O-phospho-L-serine)(452|MOD:00046|O-phospho-L-serine)(453|MOD:00046|O-phospho-L-serine) \VariantSimple=(,Homo sapiens
Q9Y2S2,Q9Y2S2,,C,,canonical,1.000,0.000,120,0.151,16,,,,,,,,,Q9Y2S2,4175,21,,,,nP20K \PName=Lambda-crystallin homolog isoform Iso 1 \GName=CRYL1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=319 \SV=3 \EV=168 \PE=1 \ModResPsi=(2|MOD:00050|N-acetyl-L-alanine)(3|MOD:00046|O-phospho-L-serine)(111|MOD:00046|O-phospho-L-serine) \VariantS,Homo sapiens
Q9Y2Q5,Q9Y2Q5,,C,,canonical,0.999,0.000,13,0.042,3,,,,,,,,,Q9Y2Q5,4173,6,,,,nP20K \PName=Ragulator complex protein LAMTOR2 isoform Iso 1 \GName=LAMTOR2 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=125 \SV=1 \EV=180 \PE=1 \ModResPsi=(125|MOD:00046|O-phospho-L-serine) \VariantSimple=(4|L)(5|R)(8|S)(9|H)(12|T)(13|E)(14|V)(15|D)(16|,Homo sapiens
Q9Y2Q3,Q9Y2Q3,,C,,canonical,0.999,0.000,67,0.109,9,,,,,,,,,Q9Y2Q3,4172,15,,,,nP20K \PName=Glutathione S-transferase kappa 1 isoform Iso 1 \GName=GSTK1 \NcbiTaxId=9606 \TaxName=Homo Sapiens \Length=226 \SV=3 \EV=193 \PE=1 \ModResPsi=(49|MOD:01819|N6-succinyl-L-lysine)(71|MOD:00064|N6-acetyl-L-lysine)(71|MOD:00134|N6-glycyl-L-lysine,Homo sapiens
