"Platform","UniProt","Gene.Name","Description","Assay","OlinkID","Panel","Technical.CV","Analyzed"
"MS","O76070","SNCG","Gamma-synuclein","SNCG","OID20971","Neurology",12.276729128998,TRUE
"MS","O76074","PDE5A","cGMP-specific 3',5'-cyclic phosphodiesterase","PDE5A","OID30584","Inflammation II",5.15050437141455,TRUE
"MS","O76076","CCN5","CCN family member 5","CCN5","OID21068","Neurology",4.48339601707686,TRUE
"MS","O94760","DDAH1","N(G),N(G)-dimethylarginine dimethylaminohydrolase 1","DDAH1","OID21299","Oncology",3.69408021576781,TRUE
"MS","O94769","ECM2","Extracellular matrix protein 2",NA,NA,NA,2.62267434823928,TRUE
"MS","O94856","NFASC","Neurofascin","NFASC","OID20634","Inflammation",NA,FALSE
"MS","O94874","UFL1","E3 UFM1-protein ligase 1",NA,NA,NA,NA,FALSE
"MS","O94898","LRIG2","Leucine-rich repeats and immunoglobulin-like domains protein 2",NA,NA,NA,13.734543693276,TRUE
"MS","O94903","PLPBP","Pyridoxal phosphate homeostasis protein","PLPBP","OID20144","Cardiometabolic",NA,FALSE
"MS","O94919","ENDOD1","Endonuclease domain-containing 1 protein",NA,NA,NA,8.45880466319312,TRUE
"MS","O94923","GLCE","D-glucuronyl C5-epimerase",NA,NA,NA,9.6721259788059,TRUE
"MS","O94933","SLITRK3","SLIT and NTRK-like protein 3",NA,NA,NA,22.0039114547991,TRUE
"MS","O94973","AP2A2","AP-2 complex subunit alpha-2",NA,NA,NA,NA,FALSE
"MS","O94979","SEC31A","Protein transport protein Sec31A","SEC31A","OID30269","Cardiometabolic II",NA,FALSE
"MS","O94985","CLSTN1","Calsyntenin-1","CLSTN1","OID20874","Neurology",1.15578374994445,TRUE
"MS","O95084","PRSS23","Serine protease 23",NA,NA,NA,2.18446231179573,TRUE
"MS","O95125","ZNF202","Zinc finger protein 202",NA,NA,NA,NA,FALSE
"MS","O95166","GABARAP","Gamma-aminobutyric acid receptor-associated protein","GABARAP","OID31414","Oncology II",17.2495564964481,TRUE
"MS","O95185","UNC5C","Netrin receptor UNC5C",NA,NA,NA,7.82151855774347,TRUE
"MS","O95260","ATE1","Arginyl-tRNA--protein transferase 1",NA,NA,NA,NA,FALSE
"MS","O95274","LYPD3","Ly6/PLAUR domain-containing protein 3","LYPD3","OID21530","Oncology",7.55982076807377,TRUE
"MS","O95292","VAPB","Vesicle-associated membrane protein-associated protein B/C",NA,NA,NA,26.0344418662619,TRUE
"MS","O95336","PGLS","6-phosphogluconolactonase",NA,NA,NA,6.78322483704483,TRUE
"MS","O95372","LYPLA2","Acyl-protein thioesterase 2","LYPLA2","OID30817","Neurology II",22.1336367162445,TRUE
"MS","O95373","IPO7","Importin-7",NA,NA,NA,13.2936141138576,TRUE
"MS","O95379","TNFAIP8","Tumor necrosis factor alpha-induced protein 8","TNFAIP8","OID20433","Inflammation",NA,FALSE
"MS","O95390","GDF11","Growth/differentiation factor 11",NA,NA,NA,NA,FALSE
"MS","O95393","BMP10","Bone morphogenetic protein 10","BMP10","OID30575","Inflammation II",4.34682317214841,TRUE
"MS","O95394-4","PGM3","Isoform 3 of Phosphoacetylglucosamine mutase",NA,NA,NA,NA,FALSE
"MS","O95399","UTS2","Urotensin-2",NA,NA,NA,NA,FALSE
"MS","O95428","PAPLN","Papilin",NA,NA,NA,5.92640691621577,TRUE
"MS","O95445","APOM","Apolipoprotein M","APOM","OID20374","Cardiometabolic",2.32589968215794,TRUE
"MS","O95450","ADAMTS2","A disintegrin and metalloproteinase with thrombospondin motifs 2",NA,NA,NA,1.77126953137398,TRUE
"MS","O95467","GNAS","Neuroendocrine secretory protein 55","GNAS","OID31008","Neurology II",NA,FALSE
"MS","O95477","ABCA1","Phospholipid-transporting ATPase ABCA1",NA,NA,NA,NA,FALSE
"MS","O95479","H6PD","GDH/6PGL endoplasmic bifunctional protein",NA,NA,NA,4.32621581406322,TRUE
"MS","O95490","ADGRL2","Adhesion G protein-coupled receptor L2",NA,NA,NA,NA,FALSE
"MS","O95497","VNN1","Pantetheinase","VNN1","OID30711","Inflammation II",7.52332343821617,TRUE
"MS","O95633","FSTL3","Follistatin-related protein 3","FSTL3","OID20782","Inflammation",10.7990850034598,TRUE
"MS","O95727","CRTAM","Cytotoxic and regulatory T-cell molecule","CRTAM","OID20914","Neurology",28.7481307639574,TRUE
"MS","O95747","OXSR1","Serine/threonine-protein kinase OSR1",NA,NA,NA,11.4334964782872,TRUE
"MS","O95810","CAVIN2","Caveolae-associated protein 2",NA,NA,NA,7.20938334901258,TRUE
"MS","O95817","BAG3","BAG family molecular chaperone regulator 3","BAG3","OID20972","Neurology",NA,FALSE
"MS","O95834","EML2","Echinoderm microtubule-associated protein-like 2",NA,NA,NA,7.39191614957455,TRUE
"MS","O95866","MPIG6B","Megakaryocyte and platelet inhibitory receptor G6b","MPIG6B","OID20779","Inflammation",NA,FALSE
"MS","O95881","TXNDC12","Thioredoxin domain-containing protein 12",NA,NA,NA,14.9808395973072,TRUE
"MS","O95897","OLFM2","Noelin-2",NA,NA,NA,4.49945753809812,TRUE
"MS","O95967","EFEMP2","EGF-containing fibulin-like extracellular matrix protein 2",NA,NA,NA,5.54342952535553,TRUE
"MS","O95969","SCGB1D2","Secretoglobin family 1D member 2",NA,NA,NA,6.75326510777899,TRUE
"MS","O95980","RECK","Reversion-inducing cysteine-rich protein with Kazal motifs","RECK","OID30234","Cardiometabolic II",5.28506191874332,TRUE
"MS","O95989","NUDT3","Diphosphoinositol polyphosphate phosphohydrolase 1",NA,NA,NA,17.5311532688042,TRUE
"MS","O95994","AGR2","Anterior gradient protein 2 homolog","AGR2","OID20896","Neurology",100,TRUE
"MS","O95998","IL18BP","Interleukin-18-binding protein","IL18BP","OID20348","Cardiometabolic",5.05592368676943,TRUE
"MS","O96009","NAPSA","Napsin-A",NA,NA,NA,NA,FALSE
"MS","P00167","CYB5A","Cytochrome b5","CYB5A","OID31171","Oncology II",6.109030510924,TRUE
"MS","P00325","ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B","ADH1B","OID30612","Inflammation II",12.032489013224,TRUE
"MS","P00326","ADH1C","Alcohol dehydrogenase 1C",NA,NA,NA,0.695697080001692,TRUE
"MS","P00338","LDHA","L-lactate dehydrogenase A chain",NA,NA,NA,5.68108292070682,TRUE
"MS","P00352","ALDH1A1","Aldehyde dehydrogenase 1A1","ALDH1A1","OID21128","Neurology",5.06531007234258,TRUE
"MS","P00367","GLUD1","Glutamate dehydrogenase 1, mitochondrial",NA,NA,NA,8.26463000865601,TRUE
"MS","P00387","CYB5R3","NADH-cytochrome b5 reductase 3",NA,NA,NA,9.54039911707645,TRUE
"MS","P00390","GSR","Glutathione reductase, mitochondrial","GSR","OID30700","Inflammation II",3.38567418853758,TRUE
"MS","P00441","SOD1","Superoxide dismutase [Cu-Zn]","SOD1","OID20386","Cardiometabolic",2.44021969213245,TRUE
"MS","P00450","CP","Ceruloplasmin",NA,NA,NA,1.11448617625305,TRUE
"MS","P00451","F8","Coagulation factor VIII",NA,NA,NA,4.19349331098797,TRUE
"MS","P00480","OTC","Ornithine transcarbamylase, mitochondrial",NA,NA,NA,3.96445183049072,TRUE
"MS","P00488","F13A1","Coagulation factor XIII A chain",NA,NA,NA,2.30392876002832,TRUE
"MS","P00491","PNP","Purine nucleoside phosphorylase",NA,NA,NA,5.18701043199271,TRUE
"MS","P00492","HPRT1","Hypoxanthine-guanine phosphoribosyltransferase",NA,NA,NA,5.36940533253923,TRUE
"MS","P00533","EGFR","Epidermal growth factor receptor","EGFR","OID20319","Cardiometabolic",3.20429444399953,TRUE
"MS","P00558","PGK1","Phosphoglycerate kinase 1",NA,NA,NA,3.91179977483371,TRUE
"MS","P00568","AK1","Adenylate kinase isoenzyme 1","AK1","OID20122","Cardiometabolic",3.35440033020242,TRUE
"MS","P00734","F2","Prothrombin","F2","OID30723","Inflammation II",1.81905432076169,TRUE
"MS","P00736","C1R","Complement C1r subcomponent","C1R","OID30753","Inflammation II",1.23012659318001,TRUE
"MS","P00738","HP","Haptoglobin",NA,NA,NA,14.0507082116673,TRUE
"MS","P00739","HPR","Haptoglobin-related protein",NA,NA,NA,4.6023670216876,TRUE
"MS","P00740","F9","Coagulation factor IX","F9","OID20349","Cardiometabolic",3.33433487360996,TRUE
"MS","P00742","F10","Coagulation factor X","F10","OID30684","Inflammation II",2.31298368879467,TRUE
"MS","P00746","CFD","Complement factor D","CFD","OID30738","Inflammation II",3.4776524379478,TRUE
"MS","P00747","PLG","Plasminogen","PLG","OID30785","Inflammation II",2.60086699246752,TRUE
"MS","P00748","F12","Coagulation factor XII","F12","OID30739","Inflammation II",1.3457160812043,TRUE
"MS","P00751","CFB","Complement factor B","CFB","OID30755","Inflammation II",1.62146685732342,TRUE
"MS","P00813","ADA","Adenosine deaminase","ADA","OID20645","Inflammation",14.8123188802238,TRUE
"MS","P00915","CA1","Carbonic anhydrase 1","CA1","OID20409","Cardiometabolic",6.62649141609994,TRUE
"MS","P00918","CA2","Carbonic anhydrase 2","CA2","OID21149","Neurology",5.75411682229087,TRUE
"MS","P00966","ASS1","Argininosuccinate synthase","ASS1","OID30170","Cardiometabolic II",16.3042198526634,TRUE
"MS","P00995","SPINK1","Serine protease inhibitor Kazal-type 1","SPINK1","OID21097","Neurology",3.78018647180207,TRUE
"MS","P01008","SERPINC1","Antithrombin-III","SERPINC1","OID30789","Inflammation II",1.30226240267924,TRUE
"MS","P01009","SERPINA1","Alpha-1-antitrypsin","SERPINA1","OID30750","Inflammation II",6.7941073698712,TRUE
"MS","P01011","SERPINA3","Alpha-1-antichymotrypsin","SERPINA3","OID30786","Inflammation II",3.75415456439325,TRUE
"MS","P01011-3","SERPINA3","Isoform 3 of Alpha-1-antichymotrypsin",NA,NA,NA,NA,FALSE
"MS","P01019","AGT","Angiotensinogen","AGT","OID30709","Inflammation II",3.77037513994318,TRUE
"MS","P01023","A2M","Alpha-2-macroglobulin",NA,NA,NA,4.32042236740401,TRUE
"MS","P01024","C3","Complement C3","C3","OID30776","Inflammation II",0.69479880522819,TRUE
"MS","P01031","C5","Complement C5","C5","OID30744","Inflammation II",1.42944130216815,TRUE
"MS","P01033","TIMP1","Metalloproteinase inhibitor 1","TIMP1","OID20418","Cardiometabolic",2.21847992003799,TRUE
"MS","P01034","CST3","Cystatin-C","CST3","OID20400","Cardiometabolic",2.10079721069387,TRUE
"MS","P01036","CST4","Cystatin-S",NA,NA,NA,45.8205117451597,TRUE
"MS","P01040","CSTA","Cystatin-A",NA,NA,NA,16.8349676644333,TRUE
"MS","P01042","KNG1","Kininogen-1",NA,NA,NA,2.20391310500943,TRUE
"MS","P01042-2","KNG1","Isoform LMW of Kininogen-1",NA,NA,NA,4.9634449377235,TRUE
"MS","P01127","PDGFB","Platelet-derived growth factor subunit B","PDGFB","OID20741","Inflammation",NA,FALSE
"MS","P01130","LDLR","Low-density lipoprotein receptor","LDLR","OID20240","Cardiometabolic",3.84375184013775,TRUE
"MS","P01133","EGF","Pro-epidermal growth factor","EGF","OID20698","Inflammation",NA,FALSE
"MS","P01137","TGFB1","Transforming growth factor beta-1 proprotein","TGFB1","OID20621","Inflammation",4.64222925807543,TRUE
"MS","P01160","NPPA","Natriuretic peptides A",NA,NA,NA,9.53932812060697,TRUE
"MS","P01225","FSHB","Follitropin subunit beta","FSHB","OID30233","Cardiometabolic II",15.7582147178547,TRUE
"MS","P01236","PRL","Prolactin","PRL","OID21033","Neurology",15.2811398009644,TRUE
"MS","P01266","TG","Thyroglobulin","TG","OID31359","Oncology II",13.9791164813518,TRUE
"MS","P01275","GCG","Pro-glucagon","GCG","OID21263","Oncology",NA,FALSE
"MS","P01344","IGF2","Insulin-like growth factor II",NA,NA,NA,3.27589346801055,TRUE
"MS","P01591","JCHAIN","Immunoglobulin J chain","JCHAIN","OID20494","Inflammation",4.63455833077967,TRUE
"MS","P01593","IGKV1D-33","Immunoglobulin kappa variable 1D-33",NA,NA,NA,24.6658598298414,TRUE
"MS","P01597","IGKV1-39","Immunoglobulin kappa variable 1-39",NA,NA,NA,48.1391462729729,TRUE
"MS","P01599","IGKV1-17","Immunoglobulin kappa variable 1-17",NA,NA,NA,NA,FALSE
"MS","P01602","IGKV1-5","Immunoglobulin kappa variable 1-5",NA,NA,NA,14.7766236066443,TRUE
"MS","P01611","IGKV1D-12","Immunoglobulin kappa variable 1D-12",NA,NA,NA,1.20699981310308,TRUE
"MS","P01614","IGKV2D-40","Immunoglobulin kappa variable 2D-40",NA,NA,NA,9.76381642490773,TRUE
"MS","P01615","IGKV2D-28","Immunoglobulin kappa variable 2D-28",NA,NA,NA,13.5502353311113,TRUE
"MS","P01619","IGKV3-20","Immunoglobulin kappa variable 3-20",NA,NA,NA,13.79779922161,TRUE
"MS","P01699","IGLV1-44","Immunoglobulin lambda variable 1-44",NA,NA,NA,12.0588308088605,TRUE
"MS","P01701","IGLV1-51","Immunoglobulin lambda variable 1-51",NA,NA,NA,11.698978746913,TRUE
"MS","P01703","IGLV1-40","Immunoglobulin lambda variable 1-40",NA,NA,NA,10.5637197710983,TRUE
"MS","P01706","IGLV2-11","Immunoglobulin lambda variable 2-11",NA,NA,NA,5.90810735122611,TRUE
"MS","P01709","IGLV2-8","Immunoglobulin lambda variable 2-8",NA,NA,NA,4.6901278789513,TRUE
"MS","P01714","IGLV3-19","Immunoglobulin lambda variable 3-19",NA,NA,NA,7.06440609154139,TRUE
"MS","P01715","IGLV3-1","Immunoglobulin lambda variable 3-1",NA,NA,NA,11.5421159333614,TRUE
"MS","P01717","IGLV3-25","Immunoglobulin lambda variable 3-25",NA,NA,NA,13.3524472609526,TRUE
"MS","P01721","IGLV6-57","Immunoglobulin lambda variable 6-57",NA,NA,NA,12.2507570420155,TRUE
"MS","P01732","CD8A","T-cell surface glycoprotein CD8 alpha chain","CD8A","OID21018","Neurology",1.43708260323833,TRUE
"MS","P01742","IGHV1-69","Immunoglobulin heavy variable 1-69",NA,NA,NA,13.3920376480013,TRUE
"MS","P01743","IGHV1-46","Immunoglobulin heavy variable 1-46",NA,NA,NA,55.9938824362902,TRUE
"MS","P01762","IGHV3-11","Immunoglobulin heavy variable 3-11",NA,NA,NA,18.420112519072,TRUE
"MS","P01766","IGHV3-13","Immunoglobulin heavy variable 3-13",NA,NA,NA,7.1256620822369,TRUE
"MS","P01768","IGHV3-30","Immunoglobulin heavy variable 3-30",NA,NA,NA,9.61177808294063,TRUE
"MS","P01772","IGHV3-33","Immunoglobulin heavy variable 3-33",NA,NA,NA,NA,FALSE
"MS","P01780","IGHV3-7","Immunoglobulin heavy variable 3-7",NA,NA,NA,9.94783290556802,TRUE
"MS","P01782","IGHV3-9","Immunoglobulin heavy variable 3-9",NA,NA,NA,8.02785769470774,TRUE
"MS","P01814","IGHV2-70","Immunoglobulin heavy variable 2-70",NA,NA,NA,21.4252812771803,TRUE
"MS","P01817","IGHV2-5","Immunoglobulin heavy variable 2-5",NA,NA,NA,15.8741094434397,TRUE
"MS","P01833","PIGR","Polymeric immunoglobulin receptor","PIGR","OID21102","Neurology",10.100984270299,TRUE
"MS","P01834","IGKC","Immunoglobulin kappa constant",NA,NA,NA,4.03181272805028,TRUE
"MS","P01854","IGHE","Immunoglobulin heavy constant epsilon",NA,NA,NA,NA,FALSE
"MS","P01857","IGHG1","Immunoglobulin heavy constant gamma 1",NA,NA,NA,4.0861829035538,TRUE
"MS","P01859","IGHG2","Immunoglobulin heavy constant gamma 2",NA,NA,NA,5.91353870789487,TRUE
"MS","P01860","IGHG3","Immunoglobulin heavy constant gamma 3",NA,NA,NA,13.0352555470185,TRUE
"MS","P01861","IGHG4","Immunoglobulin heavy constant gamma 4",NA,NA,NA,13.1711010701012,TRUE
"MS","P01871","IGHM","Immunoglobulin heavy constant mu",NA,NA,NA,6.32486371069258,TRUE
"MS","P01876","IGHA1","Immunoglobulin heavy constant alpha 1",NA,NA,NA,3.89604180454014,TRUE
"MS","P01877","IGHA2","Immunoglobulin heavy constant alpha 2",NA,NA,NA,5.67870628931835,TRUE
"MS","P01880","IGHD","Immunoglobulin heavy constant delta",NA,NA,NA,19.9440338849862,TRUE
"MS","P01889","HLA-B","HLA class I histocompatibility antigen, B alpha chain",NA,NA,NA,10.1333459656016,TRUE
"MS","P01893","HLA-H","Putative HLA class I histocompatibility antigen, alpha chain H",NA,NA,NA,17.608922468015,TRUE
"MS","P01903","HLA-DRA","HLA class II histocompatibility antigen, DR alpha chain","HLA-DRA","OID20520","Inflammation",8.10641771331576,TRUE
"MS","P01911","HLA-DRB1","HLA class II histocompatibility antigen, DRB1 beta chain",NA,NA,NA,31.4046217178503,TRUE
"MS","P02042","HBD","Hemoglobin subunit delta",NA,NA,NA,7.48790039965235,TRUE
"MS","P02144","MB","Myoglobin","MB","OID20263","Cardiometabolic",4.1606340249349,TRUE
"MS","P02452","COL1A1","Collagen alpha-1(I) chain","COL1A1","OID20335","Cardiometabolic",5.50159273496021,TRUE
"MS","P02461","COL3A1","Collagen alpha-1(III) chain","COL3A1","OID30379","Cardiometabolic II",3.14675833718994,TRUE
"MS","P02462","COL4A1","Collagen alpha-1(IV) chain","COL4A1","OID20208","Cardiometabolic",NA,FALSE
"MS","P02533","KRT14","Keratin, type I cytoskeletal 14","KRT14","OID20800","Neurology",18.9873807563353,TRUE
"MS","P02538","KRT6A","Keratin, type II cytoskeletal 6A",NA,NA,NA,58.6895273357311,TRUE
"MS","P02545","LMNA","Prelamin-A/C",NA,NA,NA,4.72812254916361,TRUE
"MS","P02549","SPTA1","Spectrin alpha chain, erythrocytic 1",NA,NA,NA,14.37390677447,TRUE
"MS","P02647","APOA1","Apolipoprotein A-I","APOA1","OID30769","Inflammation II",1.33280747542543,TRUE
"MS","P02649","APOE","Apolipoprotein E","APOE","OID30727","Inflammation II",4.06811383402742,TRUE
"MS","P02652","APOA2","Apolipoprotein A-II","APOA2","OID30686","Inflammation II",1.93703755824891,TRUE
"MS","P02654","APOC1","Apolipoprotein C-I","APOC1","OID30749","Inflammation II",2.79906910001271,TRUE
"MS","P02655","APOC2","Apolipoprotein C-II",NA,NA,NA,2.83830251971851,TRUE
"MS","P02656","APOC3","Apolipoprotein C-III",NA,NA,NA,3.02271067916459,TRUE
"MS","P02671","FGA","Fibrinogen alpha chain","FGA","OID30788","Inflammation II",7.46445740219171,TRUE
"MS","P02675","FGB","Fibrinogen beta chain",NA,NA,NA,8.07832182209368,TRUE
"MS","P02679","FGG","Fibrinogen gamma chain",NA,NA,NA,7.83656356872044,TRUE
"MS","P02730","SLC4A1","Band 3 anion transport protein","SLC4A1","OID30369","Cardiometabolic II",22.9816230525539,TRUE
"MS","P02741","CRP","C-reactive protein",NA,NA,NA,7.3497514963692,TRUE
"MS","P02743","APCS","Serum amyloid P-component","APCS","OID30778","Inflammation II",6.24155302045217,TRUE
"MS","P02745","C1QA","Complement C1q subcomponent subunit A","C1QA","OID20654","Inflammation",3.5815105214229,TRUE
"MS","P02746","C1QB","Complement C1q subcomponent subunit B",NA,NA,NA,4.90540750172498,TRUE
"MS","P02747","C1QC","Complement C1q subcomponent subunit C",NA,NA,NA,7.60391365562285,TRUE
"MS","P02748","C9","Complement component C9","C9","OID30698","Inflammation II",1.04896105552463,TRUE
"MS","P02749","APOH","Beta-2-glycoprotein 1","APOH","OID21072","Neurology",1.68258759200145,TRUE
"MS","P02750","LRG1","Leucine-rich alpha-2-glycoprotein","LRG1","OID30751","Inflammation II",2.30203046126251,TRUE
"MS","P02751-1","FN1","Isoform 1 of Fibronectin",NA,NA,NA,9.65236981216809,TRUE
"MS","P02751-3","FN1","Isoform 3 of Fibronectin",NA,NA,NA,8.9119542139062,TRUE
"MS","P02753","RBP4","Retinol-binding protein 4",NA,NA,NA,1.87176119919276,TRUE
"MS","P02760","AMBP","Protein AMBP","AMBP","OID21413","Oncology",2.26147970990892,TRUE
"MS","P02763","ORM1","Alpha-1-acid glycoprotein 1","ORM1","OID30768","Inflammation II",2.70320443193569,TRUE
"MS","P02765","AHSG","Alpha-2-HS-glycoprotein","AHSG","OID30706","Inflammation II",1.60230864222762,TRUE
"MS","P02766","TTR","Transthyretin","TTR","OID30782","Inflammation II",31.6767728529509,TRUE
"MS","P02768","ALB","Albumin",NA,NA,NA,1.7158553176575,TRUE
"MS","P02771","AFP","Alpha-fetoprotein","AFP","OID20978","Neurology",NA,FALSE
"MS","P02774","GC","Vitamin D-binding protein","GC","OID30780","Inflammation II",1.2047305825553,TRUE
"MS","P02775","PPBP","Platelet basic protein","PPBP","OID30761","Inflammation II",3.61713857407482,TRUE
"MS","P02776","PF4","Platelet factor 4","PF4","OID30764","Inflammation II",12.1737166641729,TRUE
"MS","P02786","TFRC","Transferrin receptor protein 1","TFRC","OID20369","Cardiometabolic",4.05416036310612,TRUE
"MS","P02787","TF","Serotransferrin","TF","OID30783","Inflammation II",1.25484380482073,TRUE
"MS","P02788","LTF","Lactotransferrin",NA,NA,NA,3.30598648214174,TRUE
"MS","P02790","HPX","Hemopexin",NA,NA,NA,1.24000572061024,TRUE
"MS","P02792","FTL","Ferritin light chain",NA,NA,NA,8.44957619209271,TRUE
"MS","P02794","FTH1","Ferritin heavy chain",NA,NA,NA,9.11839262740049,TRUE
"MS","P03950","ANG","Angiogenin","ANG","OID20403","Cardiometabolic",7.07510216859575,TRUE
"MS","P03951","F11","Coagulation factor XI","F11","OID30773","Inflammation II",2.95670674417317,TRUE
"MS","P03952","KLKB1","Plasma kallikrein","KLKB1","OID30760","Inflammation II",2.47106172030431,TRUE
"MS","P03973","SLPI","Antileukoproteinase",NA,NA,NA,9.97514964756506,TRUE
"MS","P04003","C4BPA","C4b-binding protein alpha chain",NA,NA,NA,2.4056207658899,TRUE
"MS","P04004","VTN","Vitronectin",NA,NA,NA,2.23000052652568,TRUE
"MS","P04040","CAT","Catalase","CAT","OID30712","Inflammation II",5.00300990900115,TRUE
"MS","P04054","PLA2G1B","Phospholipase A2","PLA2G1B","OID20252","Cardiometabolic",19.9487840013999,TRUE
"MS","P04062","GBA1","Lysosomal acid glucosylceramidase","GBA","OID30966","Neurology II",8.244185077103,TRUE
"MS","P04066","FUCA1","Tissue alpha-L-fucosidase","FUCA1","OID20261","Cardiometabolic",6.83840863186015,TRUE
"MS","P04070","PROC","Vitamin K-dependent protein C","PROC","OID20402","Cardiometabolic",2.50484153001239,TRUE
"MS","P04075","ALDOA","Fructose-bisphosphate aldolase A",NA,NA,NA,2.5479781173339,TRUE
"MS","P04080","CSTB","Cystatin-B","CSTB","OID20294","Cardiometabolic",11.5675009683685,TRUE
"MS","P04083","ANXA1","Annexin A1","ANXA1","OID30617","Inflammation II",5.47271922347363,TRUE
"MS","P04085","PDGFA","Platelet-derived growth factor subunit A","PDGFA","OID20313","Cardiometabolic",2.29160773186138,TRUE
"MS","P04114","APOB","Apolipoprotein B-100","APOB","OID30673","Inflammation II",7.40217333119629,TRUE
"MS","P04118","CLPS","Colipase","CLPS","OID21156","Neurology",NA,FALSE
"MS","P04155","TFF1","Trefoil factor 1","TFF1","OID21154","Neurology",NA,FALSE
"MS","P04156","PRNP","Major prion protein",NA,NA,NA,10.2121385614742,TRUE
"MS","P04179","SOD2","Superoxide dismutase [Mn], mitochondrial","SOD2","OID21114","Neurology",6.14799147960399,TRUE
"MS","P04180","LCAT","Phosphatidylcholine-sterol acyltransferase","LCAT","OID30677","Inflammation II",3.85488119964216,TRUE
"MS","P04196","HRG","Histidine-rich glycoprotein","HRG","OID30770","Inflammation II",1.45000461973386,TRUE
"MS","P04216","THY1","Thy-1 membrane glycoprotein","THY1","OID21050","Neurology",7.84703475759219,TRUE
"MS","P04217","A1BG","Alpha-1B-glycoprotein","A1BG","OID30771","Inflammation II",1.85150941812277,TRUE
"MS","P04217-2","A1BG","Isoform 2 of Alpha-1B-glycoprotein",NA,NA,NA,11.6619701770238,TRUE
